id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,a_mean,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
ECA,Ecuador,Azuay,,,2020-07-23,51.0,,,100.1199289,89.88943481445312,859882.375,80962.0703125,0.09415482,-79.15422099999998,-3.0141335,100.11993,54.337708,206.51924,81.02,71.09,70.54,75.0
ECB,Ecuador,Bolivar,,,2020-07-23,11.0,,,84.9061884977,43.844322204589844,200280.859375,29143.26171875,0.14551197,-79.106895,-1.5872494,84.915352,39.724289,158.13846,81.02,71.09,70.54,75.0
ECF,Ecuador,Canar,,,2020-07-23,9.0,,,105.34779260799999,65.63211822509766,256096.53125,26623.02734375,0.103957,-79.030403,-2.5324162999999995,105.33863999999998,52.56622700000001,207.83311,81.02,71.09,70.54,75.0
ECC,Ecuador,Carchi,,,2020-07-23,15.0,,,184.20329277,44.643455505371094,187547.15625,19132.330078125,0.10201344,-78.064018,0.75172871,184.2525,135.43462,252.66905,81.02,71.09,70.54,75.0
ECH,Ecuador,Chimborazo,,,2020-07-23,29.0,,,111.15523747600001,69.01516723632814,530381.5625,56497.9140625,0.10652315,-78.72075699999998,-1.9750051,111.15912,85.209709,285.41687,81.02,71.09,70.54,75.0
ECX,Ecuador,Cotopaxi,,,2020-07-23,10.0,,,91.6319944598,67.59441375732422,487626.09375,45938.33203125,0.094208106,-78.856461,-0.85798764,91.617699,66.07164,259.64801,81.02,71.09,70.54,75.0
ECO,Ecuador,El Oro,,,2020-07-23,13.0,,,-141.89918533600002,101.74530029296879,698379.75,53104.109375,0.076039016,-79.832512,-3.509433,61.53615600000001,41.18037,165.44841,81.02,71.09,70.54,75.0
ECE,Ecuador,Esmeraldas,,,2020-07-23,8.0,,,145.89499026200002,33.36742782592773,615729.125,38880.234375,0.063145034,-79.22177099999998,0.70542401,324.6441700000001,206.86523,484.21762,81.02,71.09,70.54,75.0
ECW,Ecuador,Galapagos,,,2020-07-23,0.0,,,3374.89205093,3.5837006568908687,33461.015625,1802.3702392578127,0.053864781,-90.899963,-0.54820687,3704.7744,300.97418,1137.8541,81.02,71.09,70.54,75.0
ECG,Ecuador,Guayas,,,2020-07-23,47.0,,,-115.871533398,238.3246154785156,4400425.5,309620.78125,0.070361555,-79.888664,-2.1174173,67.71204399999999,44.55019,195.21767,81.02,71.09,70.54,75.0
ECI,Ecuador,Imbabura,,,2020-07-23,16.0,,,164.492395777,84.90070343017578,474849.65625,47945.8515625,0.1009706,-78.37088,0.40535682,164.3226,100.35618,321.7785,81.02,71.09,70.54,75.0
ECL,Ecuador,Loja,,,2020-07-23,59.0,,,88.4560456508,38.80303192138672,503236.5,55039.42578125,0.10937089,-79.65585300000002,-4.0900502,88.46221899999998,47.552982,185.11673,81.02,71.09,70.54,75.0
ECR,Ecuador,Los Rios,,,2020-07-23,14.0,,,51.554233894700005,112.0157699584961,953702.25,68997.53125,0.072347037,-79.491447,-1.3435687,51.553291,32.558506,148.36827,81.02,71.09,70.54,75.0
ECM,Ecuador,Manabi,,,2020-07-23,61.0,,,9.25286802697,70.8908462524414,1617729.0,126007.171875,0.077891394,-80.136673,-0.75129431,53.713028,35.188765999999994,202.48068,81.02,71.09,70.54,75.0
ECS,Ecuador,Morona Santiago,,,2020-07-23,49.0,,,666.361532152,6.962531566619872,195166.71875,10617.978515625,0.054404657,-78.007538,-2.5639901000000003,666.3493,431.1879,712.02734,81.02,71.09,70.54,75.0
ECN,Ecuador,Napo,,,2020-07-23,22.0,,,394.01797061800005,11.76840209960938,172077.578125,8511.12890625,0.049461,-77.821884,-0.65702081,393.97296,343.55542,868.0900300000002,81.02,71.09,70.54,75.0
ECD,Ecuador,Orellana,,,2020-07-23,103.0,,,721.86236789,8.955886840820312,226270.484375,9496.7744140625,0.041970894,-76.374527,-0.78442776,721.93829,455.47849,983.19604,81.02,71.09,70.54,75.0
ECY,Ecuador,Pastaza,,,2020-07-23,62.0,,,1299.55965217,3.4212267398834237,118032.3203125,6508.23583984375,0.055139437,-76.87973000000002,-1.7167745,1299.5603,1001.1218,2482.145,81.02,71.09,70.54,75.0
ECP,Ecuador,Pichincha,,,2020-07-23,203.0,,,68.9786714867,292.0310974121094,3229572.0,243425.890625,0.075374037,-78.593559,-0.10490531,68.97577700000001,51.415497,185.04527,81.02,71.09,70.54,75.0
ECSE,Ecuador,Santa Elena,,,2020-07-23,4.0,,,35.132407407399995,90.67247009277344,391342.375,26127.875,0.06676475,-80.577751,-2.1394958,74.784515,43.843994,153.42702,81.02,71.09,70.54,75.0
