id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
ECG0912,Ecuador,Guayas,Naranjito,,2020-03-30,0.0,,,167.7677955,44458.4658,3510.4734380000004,0.078960739,-79.39784112,-2.154070119,27.35114504,12.06288354,83.56870229,93.52,72.66,75.89,50.0
ECG0913,Ecuador,Guayas,Palestina,,2020-03-30,0.0,,,84.28198439,19132.01046,1521.7262039999996,0.07953822599999999,-79.91927290000002,-1.6368492,33.79912664,29.99321173,153.4934498,93.52,72.66,75.89,50.0
ECG0914,Ecuador,Guayas,Pedro Carbo,,2020-03-30,0.0,,,47.84946825,52299.4688,4234.83315,0.080972776,-80.28903464,-1.851064927,63.27838828,33.47452928,167.18498169999995,93.52,72.66,75.89,50.0
ECG0916,Ecuador,Guayas,Samborondon,,2020-03-30,0.0,,,169.85135549999995,71677.27203,6088.638046,0.084945172,-79.78304669,-1.982976468,32.00238095,22.23448253,97.2952381,93.52,72.66,75.89,50.0
ECG0918,Ecuador,Guayas,Santa Lucia,,2020-03-30,0.0,,,111.0756791,46318.5582,2492.67078,0.053815812000000005,-80.03517079,-1.714514773,36.7373494,23.96374633,117.0168675,93.52,72.66,75.89,50.0
ECG0919,Ecuador,Guayas,Salitre,,2020-03-30,0.0,,,149.3508445,68552.03762,5637.068201,0.082230501,-79.80273459,-1.805111071,32.12121212,17.70306693,110.3831169,93.52,72.66,75.89,50.0
ECG0920,Ecuador,Guayas,San Jacinto De Yaguachi,,2020-03-30,1.0,,,125.5678202,75842.96341,6653.270804,0.087724298,-79.74303914,-2.10273082,23.13689482,17.93040112,81.92487479,93.52,72.66,75.89,50.0
ECG0921,Ecuador,Guayas,Playas,,2020-03-30,0.0,,,146.70258159999997,46064.61062,3194.795778,0.069354668,-80.43820063,-2.556733444,69.45741325,33.09125897,161.15772869999995,93.52,72.66,75.89,50.0
ECG0922,Ecuador,Guayas,Simon Bolivar,,2020-03-30,0.0,,,91.0839373,31332.87443,2323.154527,0.074144319,-79.40763265,-2.037261555,43.58550725,26.22423638,182.3855072,93.52,72.66,75.89,50.0
ECG0923,Ecuador,Guayas,Coronel Marcelino Mariduena,,2020-03-30,0.0,,,51.80866204,15594.40727,1620.504549,0.10391575,-79.38207762,-2.239200659,37.75409836,22.19582578,135.4786885,93.52,72.66,75.89,50.0
ECG0924,Ecuador,Guayas,Lomas De Sargentillo,,2020-03-30,0.0,,,281.1321294,22209.43822,1635.555545,0.073642366,-80.08029322,-1.850180663,16.34210526,10.33868814,56.17105263,93.52,72.66,75.89,50.0
ECG0925,Ecuador,Guayas,Nobol,,2020-03-30,0.0,,,156.7168248,25074.69197,1717.4032109999996,0.068491496,-80.04944428,-1.965235415,33.59627329,30.18884721,128.0559006,93.52,72.66,75.89,50.0
ECG0927,Ecuador,Guayas,General Antonio Elizalde,,2020-03-30,0.0,,,68.55437316,12339.78717,1062.671572,0.086117499,-79.20222772,-2.156293454,53.32222222,33.32011464,154.41666669999995,93.52,72.66,75.89,50.0
ECG0928,Ecuador,Guayas,Isidro Ayora,,2020-03-30,0.0,,,23.94401435,13648.08818,904.2984595,0.066258252,-80.16256925,-1.962422045,65.20557491,35.61887784,121.33275259999998,93.52,72.66,75.89,50.0
ECH0601,Ecuador,Chimborazo,Riobamba,,2020-03-30,0.0,,,226.1597427,259857.5444,24919.340330000006,0.095896162,-78.77324101,-1.613301829,52.84031414,45.99650373,197.052356,93.52,72.66,75.89,50.0
ECH0602,Ecuador,Chimborazo,Alausi,,2020-03-30,0.0,,,26.26600796,50903.52343,5745.680435,0.11287393,-78.74182755,-2.2955356030000003,196.1600618,152.460296,380.9701493,93.52,72.66,75.89,50.0
