id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,a_mean,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
PEAMA010202,Peru,Amazonas,Bagua,Aramango,2021-02-23,0.0,-0.05914,0.15508,379.009355509,10.221065,9812.2217,524.7097200000002,0.053475119,-78.448334,-5.380432099999998,379.0093700000001,252.38231,416.82327,86.11,75.73,79.4,50.0
PEAMA010201,Peru,Amazonas,Bagua,Bagua,2021-02-23,0.0,-0.05914,0.15508,121.714285714,159.48769,25039.566000000006,1333.8275,0.053268794,-78.520981,-5.580913099999999,121.71429,12.496521,93.180122,86.11,75.73,79.4,50.0
PEAMA010203,Peru,Amazonas,Bagua,Copallin,2021-02-23,0.0,-0.05914,0.15508,286.26271186400004,49.036655,5933.4351,317.73392,0.05354974,-78.399757,-5.6477003,287.47009,156.46219,230.03419,86.11,75.73,79.4,50.0
PEAMA010204,Peru,Amazonas,Bagua,El Parco,2021-02-23,0.0,-0.05914,0.15508,132.19047619,85.445,1965.2351,104.59322,0.053221736,-78.473969,-5.622638200000001,132.19048,13.076906,86.571426,86.11,75.73,79.4,50.0
PEAMA010205,Peru,Amazonas,Bagua,Imaza,2021-02-23,0.0,-0.05914,0.15508,925.5713222989999,4.5194764,24332.861,1272.2906,0.05228693,-78.389595,-4.9913316,925.57135,798.62482,1404.5702,86.11,75.73,79.4,50.0
PEAMA010206,Peru,Amazonas,Bagua,La Peca,2021-02-23,1.0,-0.05914,0.15508,211.530487805,43.690578,6946.8022,369.72089,0.053221736,-78.445412,-5.5919766,211.53049,90.449142,202.4939,86.11,75.73,79.4,50.0
PEAMA010302,Peru,Amazonas,Bongara,Chisquilla,2021-02-23,0.0,,,597.708994709,1.9476981,364.21957,27.601536,0.075782679,-77.725792,-5.8948474000000015,597.70898,474.134,508.98941,86.11,75.73,79.4,50.0
PEAMA010303,Peru,Amazonas,Bongara,Churuja,2021-02-23,0.0,,,143.921052632,6.4001269,236.80469,18.170908,0.076733731,-77.930367,-6.0077963,143.92105,82.43085500000002,387.26315,86.11,75.73,79.4,50.0
PEAMA010304,Peru,Amazonas,Bongara,Corosha,2021-02-23,0.0,,,231.820512821,16.795261,1276.4398,96.775925,0.075817071,-77.810722,-5.817518700000001,231.82051,127.41791,244.70512,86.11,75.73,79.4,50.0
PEAMA010305,Peru,Amazonas,Bongara,Cuispes,2021-02-23,0.0,,,167.392857143,8.2437792,939.79077,71.25218199999998,0.075817071,-77.914795,-5.911145200000001,167.39285,117.69046000000002,512.73212,86.11,75.73,79.4,50.0
PEAMA010306,Peru,Amazonas,Bongara,Florida,2021-02-23,2.0,,,181.188679245,39.57925,10330.184,783.06573,0.07580366,-77.959198,-5.8236046,182.82707,131.43703,456.82706,86.11,75.73,79.4,50.0
PEAMA010307,Peru,Amazonas,Bongara,Jazan,2021-02-23,0.0,,,140.211764706,95.249657,8000.9712,606.86609,0.075849056,-78.02343,-5.945374,142.73256,99.600334,531.61627,86.11,75.73,79.4,50.0
PEAMA010301,Peru,Amazonas,Bongara,Jumbilla,2021-02-23,0.0,,,295.061111111,9.1585045,1685.1648,127.81472,0.075847015,-77.825661,-5.9517398,295.0611,177.94151000000005,279.86111,86.11,75.73,79.4,50.0
PEAMA010308,Peru,Amazonas,Bongara,Recta,2021-02-23,0.0,,,165.527777778,9.7819386,322.80396,24.760883,0.076705635,-77.77535999999998,-5.939221400000001,165.52777,46.143742,101.61111,86.11,75.73,79.4,50.0
PEAMA010309,Peru,Amazonas,Bongara,San Carlos,2021-02-23,0.0,,,193.721804511,3.3929691,451.26489,34.215057,0.075820342,-77.879059,-5.9963889,193.7218,107.00981000000002,385.21054,86.11,75.73,79.4,50.0
PEAMA010310,Peru,Amazonas,Bongara,Shipasbamba,2021-02-23,0.0,,,175.11643835599997,18.95997,2787.1157,211.44156,0.075863935,-78.052086,-5.8837471,172.06897,127.23914,573.08966,86.11,75.73,79.4,50.0
PEAMA010311,Peru,Amazonas,Bongara,Valera,2021-02-23,0.0,,,200.26373626400002,11.910213,1071.9191,81.829605,0.076339349,-77.869171,-6.0806336,200.26373,51.548409,272.28571,86.11,75.73,79.4,50.0
PEAMA010312,Peru,Amazonas,Bongara,Yambrasbamba,2021-02-23,0.0,,,1005.83130699,5.0009599,9856.8916,735.69623,0.074637748,-77.86055,-5.5243292,1005.8313,1051.5765,1564.1965,86.11,75.73,79.4,50.0
PEAMA010102,Peru,Amazonas,Chachapoyas,Asuncion,2021-02-23,0.0,-0.15655,0.16883,189.463414634,8.5269985,375.18793,31.455292,0.083838761,-77.743202,-5.9961348,189.46341,67.78735400000001,206.46341,86.11,75.73,79.4,50.0
PEAMA010103,Peru,Amazonas,Chachapoyas,Balsas,2021-02-23,0.0,-0.15655,0.16883,138.49595687299998,4.8577266,1821.6475,153.90091,0.084484465,-77.949425,-6.8078394,138.5027,112.25364,414.48108,86.11,75.73,79.4,50.0
PEAMA010101,Peru,Amazonas,Chachapoyas,Chachapoyas,2021-02-23,1.0,-0.15655,0.16883,115.98333333299999,178.48827,32484.865,2733.0383,0.08413266400000001,-77.856491,-6.2477355,115.98333,18.359497,83.638885,86.11,75.73,79.4,50.0
PEAMA010104,Peru,Amazonas,Chachapoyas,Cheto,2021-02-23,0.0,-0.15655,0.16883,241.151898734,7.393532799999999,606.2697099999998,51.000317,0.084121495,-77.67716999999998,-6.2979698,241.1519,171.86353,439.59494000000007,86.11,75.73,79.4,50.0
PEAMA010105,Peru,Amazonas,Chachapoyas,Chiliquin,2021-02-23,0.0,-0.15655,0.16883,427.885542169,3.5815427000000004,594.53613,49.830856,0.083814681,-77.75586700000002,-6.0782065,427.88553,199.64162,401.54819,86.11,75.73,79.4,50.0
PEAMA010106,Peru,Amazonas,Chachapoyas,Chuquibamba,2021-02-23,0.0,-0.15655,0.16883,202.69266055,8.8932314,1938.7244,161.88942,0.08350306,-77.89518699999998,-6.9349022,202.22119,94.736984,479.41013,86.11,75.73,79.4,50.0
PEAMA010107,Peru,Amazonas,Chachapoyas,Granada,2021-02-23,0.0,-0.15655,0.16883,593.56281407,2.1117163,422.34326,35.57237999999999,0.08422622800000001,-77.576599,-6.0999851,593.19,214.64441,321.45499,86.11,75.73,79.4,50.0
PEAMA010108,Peru,Amazonas,Chachapoyas,Huancas,2021-02-23,0.0,-0.15655,0.16883,119.20370370399999,21.899345,1094.9673,92.058464,0.084074169,-77.874977,-6.1561389,119.2037,21.850973,126.05556,86.11,75.73,79.4,50.0
