id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
PEAMA010119,Peru,Amazonas,Chachapoyas,San Isidro De Maino,2021-04-27,0.0,,,5.192289352,669.8053589,56.33090591,0.08410041,-77.8225708,-6.354420662000001,201.875,122.6598129,272.078125,75.93,70.42,73.33,50.0
PEAMA010120,Peru,Amazonas,Chachapoyas,Soloco,2021-04-27,0.0,,,11.13267994,968.5431519,81.44198608,0.08408710400000001,-77.74635315,-6.309110165,318.5714417,172.1656494,337.9010925,75.93,70.42,73.33,50.0
PEAMA010121,Peru,Amazonas,Chachapoyas,Sonche,2021-04-27,0.0,,,2.091201305,299.0417786000001,24.96086693,0.083469495,-77.79640198,-6.175974369,187.4859161,51.47543716,179.6690216,75.93,70.42,73.33,50.0
PEAMA010402,Peru,Amazonas,Condorcanqui,El Cenepa,2021-04-27,0.0,,,1.584480643,10413.20703,195.2487183,0.018750105,-78.33589172,-4.168538094,1042.3786619999996,905.5518188,1679.57605,75.93,70.42,73.33,50.0
PEAMA010401,Peru,Amazonas,Condorcanqui,Nieva,2021-04-27,4.0,,,6.196836472,30407.875,500.7798157,0.016468754,-77.93037415,-4.845424175,764.8522339,614.6310425,984.7018433,75.93,70.42,73.33,50.0
PEAMA010403,Peru,Amazonas,Condorcanqui,Rio Santiago,2021-04-27,0.0,,,2.042208672,19333.58984,319.0281982,0.01650124,-77.88811493,-3.813449621,1178.330322,1033.888916,2327.949951,75.93,70.42,73.33,50.0
PEAMA010502,Peru,Amazonas,Luya,Camporredondo,2021-04-27,0.0,,,17.22115707,4408.616211,428.4511719,0.097184956,-78.33447266,-6.177799225,321.6259766,140.2277222,184.6141663,75.93,70.42,73.33,50.0
PEAMA010503,Peru,Amazonas,Luya,Cocabamba,2021-04-27,0.0,,,6.280266762,2530.94751,245.325119,0.096930146,-78.01556396,-6.627206802000001,302.8353881999999,175.3197021,644.6387938999999,75.93,70.42,73.33,50.0
PEAMA010504,Peru,Amazonas,Luya,Colcamar,2021-04-27,0.0,,,15.73869419,1998.814209,194.2368469,0.097176038,-78.01063538,-6.310026646,241.7328186,67.62841034,304.6106873,75.93,70.42,73.33,50.0
PEAMA010505,Peru,Amazonas,Luya,Conila,2021-04-27,0.0,,,7.344374657,2115.179932,199.4252625,0.09428288,-78.19119263,-6.1265387539999985,621.1546631,369.2852173,733.9553222999998,75.93,70.42,73.33,50.0
PEAMA010506,Peru,Amazonas,Luya,Inguilpata,2021-04-27,0.0,,,3.942378759,547.9906616000002,53.1347084,0.096962802,-78.02857208,-6.248097897,307.0514832,51.4354744,282.0808716,75.93,70.42,73.33,50.0
PEAMA010501,Peru,Amazonas,Luya,Lamud,2021-04-27,0.0,,,23.03708458,1981.189331,192.1573944,0.096990928,-77.94355774,-6.119889736,115.0481873,27.73839378,226.9518127,75.93,70.42,73.33,50.0
PEAMA010507,Peru,Amazonas,Luya,Longuita,2021-04-27,0.0,,,20.29346657,1420.542725,138.12660219999998,0.097235091,-78.00480652,-6.407305241,150.02856450000004,47.84626770000001,368.8143005,75.93,70.42,73.33,50.0
PEAMA010508,Peru,Amazonas,Luya,Lonya Chico,2021-04-27,0.0,,,11.58991146,950.3726196,92.26506805,0.097083047,-78.01237488,-6.207440853,185.662796,61.81138992,269.5232544,75.93,70.42,73.33,50.0
PEAMA010509,Peru,Amazonas,Luya,Luya,2021-04-27,1.0,,,39.88812637,4467.470215,433.38034060000007,0.097007997,-77.98118591,-6.171853542000001,120.2142868,27.20619774,209.4375,75.93,70.42,73.33,50.0
PEAMA010510,Peru,Amazonas,Luya,Luya Viejo,2021-04-27,0.0,,,7.280698776,516.9296264999998,50.26369858,0.097235091,-78.11681366,-6.112495422,346.38235469999995,158.88352969999997,541.3529662999998,75.93,70.42,73.33,50.0
PEAMA010511,Peru,Amazonas,Luya,Maria,2021-04-27,0.0,,,9.522090912000001,961.7311401,93.51402283,0.097235098,-77.96079254,-6.496565342,300.8399963,144.6866302,513.4099731000001,75.93,70.42,73.33,50.0
PEAMA010512,Peru,Amazonas,Luya,Ocalli,2021-04-27,0.0,,,21.5142765,4388.912598,426.7563171,0.097235091,-78.21685791,-6.221806526,447.4950562,169.52375790000005,328.5940552,75.93,70.42,73.33,50.0
PEAMA010513,Peru,Amazonas,Luya,Ocumal,2021-04-27,0.0,,,9.880645752000001,4258.558105,413.480835,0.097094096,-78.16399384,-6.34579134,522.0792236000002,129.1260986,482.1631775,75.93,70.42,73.33,50.0
PEAMA010514,Peru,Amazonas,Luya,Pisuquia,2021-04-27,0.0,,,16.1267662,5499.227051,534.3467406999998,0.097167611,-78.08625793,-6.474730492000001,440.63159180000014,183.0957642,641.2485352000001,75.93,70.42,73.33,50.0
