id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,a_mean,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
PEAMA010101,Peru,Amazonas,Chachapoyas,Chachapoyas,2020-09-22,44.0,-0.22039,0.19327,0.0,178.48827,32484.865,2733.0383,0.08413266400000001,-77.856491,-6.2477355,115.98333,18.359497,83.638885,85.19,78.12,78.57,75.0
PEAMA010102,Peru,Amazonas,Chachapoyas,Asuncion,2020-09-22,0.0,-0.22039,0.19327,0.0,8.5269985,375.18793,31.455292,0.083838761,-77.743202,-5.9961348,189.46341,67.78735400000001,206.46341,85.19,78.12,78.57,75.0
PEAMA010103,Peru,Amazonas,Chachapoyas,Balsas,2020-09-22,0.0,-0.22039,0.19327,0.0,4.8577266,1821.6475,153.90091,0.084484465,-77.949425,-6.8078394,138.5027,112.25364,414.48108,85.19,78.12,78.57,75.0
PEAMA010104,Peru,Amazonas,Chachapoyas,Cheto,2020-09-22,0.0,-0.22039,0.19327,0.0,7.393532799999999,606.2697099999998,51.000317,0.084121495,-77.67716999999998,-6.2979698,241.1519,171.86353,439.59494000000007,85.19,78.12,78.57,75.0
PEAMA010105,Peru,Amazonas,Chachapoyas,Chiliquin,2020-09-22,0.0,-0.22039,0.19327,0.0,3.5815427000000004,594.53613,49.830856,0.083814681,-77.75586700000002,-6.0782065,427.88553,199.64162,401.54819,85.19,78.12,78.57,75.0
PEAMA010106,Peru,Amazonas,Chachapoyas,Chuquibamba,2020-09-22,1.0,-0.22039,0.19327,0.0,8.8932314,1938.7244,161.88942,0.08350306,-77.89518699999998,-6.9349022,202.22119,94.736984,479.41013,85.19,78.12,78.57,75.0
PEAMA010107,Peru,Amazonas,Chachapoyas,Granada,2020-09-22,0.0,-0.22039,0.19327,0.0,2.1117163,422.34326,35.57237999999999,0.08422622800000001,-77.576599,-6.0999851,593.19,214.64441,321.45499,85.19,78.12,78.57,75.0
PEAMA010108,Peru,Amazonas,Chachapoyas,Huancas,2020-09-22,0.0,-0.22039,0.19327,0.0,21.899345,1094.9673,92.058464,0.084074169,-77.874977,-6.1561389,119.2037,21.850973,126.05556,85.19,78.12,78.57,75.0
PEAMA010109,Peru,Amazonas,Chachapoyas,La Jalca,2020-09-22,0.0,-0.22039,0.19327,0.0,33.500175,4991.5259,420.12003,0.08416665300000001,-77.784401,-6.5035963,154.28966,87.329903,478.17932,85.19,78.12,78.57,75.0
PEAMA010110,Peru,Amazonas,Chachapoyas,Leimebamba,2020-09-22,0.0,-0.22039,0.19327,0.0,6.943449,3138.4390000000008,263.25812,0.08388187,-77.79870600000002,-6.808899900000001,218.8465,101.86931,572.23901,85.19,78.12,78.57,75.0
PEAMA010111,Peru,Amazonas,Chachapoyas,Levanto,2020-09-22,0.0,-0.22039,0.19327,0.0,7.6255627000000015,686.30066,57.86565,0.08431530699999999,-77.864548,-6.3142977,151.8427,58.333164,170.38201999999995,85.19,78.12,78.57,75.0
PEAMA010112,Peru,Amazonas,Chachapoyas,Magdalena,2020-09-22,0.0,-0.22039,0.19327,0.0,5.0152807,782.3837900000002,66.632568,0.085166089,-77.823814,-6.4205642,136.80128,88.47528100000002,351.3782,85.19,78.12,78.57,75.0
PEAMA010113,Peru,Amazonas,Chachapoyas,Mariscal Castilla,2020-09-22,1.0,-0.22039,0.19327,0.0,9.2881556,845.2221699999999,71.395691,0.08446973599999999,-77.769997,-6.578907000000001,174.1828,132.45073,596.78497,85.19,78.12,78.57,75.0
PEAMA010114,Peru,Amazonas,Chachapoyas,Molinopampa,2020-09-22,1.0,-0.22039,0.19327,0.0,6.5018077000000005,2613.7268,222.61343,0.08517088699999999,-77.607262,-6.2124362,290.87714,179.12863000000004,414.42261,85.19,78.12,78.57,75.0
PEAMA010115,Peru,Amazonas,Chachapoyas,Montevideo,2020-09-22,0.0,-0.22039,0.19327,0.0,4.6150684,659.95477,55.149673,0.083565839,-77.71844499999997,-6.6280928,446.56946,371.73291,876.29169,85.19,78.12,78.57,75.0
PEAMA010116,Peru,Amazonas,Chachapoyas,Olleros,2020-09-22,0.0,-0.22039,0.19327,0.0,2.676985,337.30011,26.214512,0.07771866,-77.670982,-6.008409,369.16666,169.29788,230.30952,85.19,78.12,78.57,75.0
PEAMA010117,Peru,Amazonas,Chachapoyas,Quinjalca,2020-09-22,0.0,-0.22039,0.19327,0.0,6.7213182,658.68921,55.385704,0.084084727,-77.685501,-6.1081381,364.45361,95.680573,283.21649,85.19,78.12,78.57,75.0
PEAMA010118,Peru,Amazonas,Chachapoyas,San Francisco De Daguas,2020-09-22,0.0,-0.22039,0.19327,0.0,6.7314944,309.64874,26.03673,0.084084727,-77.733574,-6.2322359,119.6875,24.069283,192.6875,85.19,78.12,78.57,75.0
