id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,a_mean,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
CLAN1,Chile,Antofagasta,Antofagasta,,2020-10-13,0.0,-0.09744,0.20481,423.70049870199995,11.790346,463608.22,44926.348,0.09690585,-69.405266,-24.278303,435.64819000000006,270.59058,991.27948,81.94,78.39,75.3,100.0
CLAN2,Chile,Antofagasta,Calama,,2020-10-13,0.0,,,260.780454197,8.2811508,162293.98,11174.103,0.068850994,-68.629326,-22.168104,260.79767000000004,221.56348,871.7990699999998,81.94,78.39,75.3,100.0
CLAN4,Chile,Antofagasta,Maria Elena,,2020-10-13,0.0,,,322.686636241,0.11292163,1755.3667,66.39505799999999,0.037824038,-69.465836,-22.094164000000006,322.63977,268.00232,881.1043099999998,81.94,78.39,75.3,100.0
CLAN5,Chile,Antofagasta,Mejillones,,2020-10-13,0.0,,,187.731777142,3.0727291,13928.681,1029.5128,0.073913164,-70.203491,-22.947752,266.83359,132.39537,792.8804299999998,81.94,78.39,75.3,100.0
CLAN6,Chile,Antofagasta,Ollague,,2020-10-13,0.0,,,246.97654118900002,0.054742143,201.72479,13.935651000000002,0.069082491,-68.315453,-21.457283,247.01283,187.15529,936.5614,81.94,78.39,75.3,100.0
CLAN7,Chile,Antofagasta,San Pedro de Atacama,,2020-10-13,0.0,,,353.62971226900004,0.5971812,17920.213,2139.8652,0.1194107,-67.909576,-23.403931,353.62085,233.21767000000003,1214.7328,81.94,78.39,75.3,100.0
CLAN8,Chile,Antofagasta,Sierra Gorda,,2020-10-13,0.0,,,316.473147809,0.38190398,6261.3159,290.75732,0.046437096,-69.308914,-23.260221,316.48712,230.10007,926.45697,81.94,78.39,75.3,100.0
CLAN9,Chile,Antofagasta,Taltal,,2020-10-13,0.0,,,419.842057351,0.37526834,9893.1992,1083.2089999999996,0.10949026,-69.861549,-25.310318,421.80826,237.32709,1049.4202,81.94,78.39,75.3,100.0
CLAN10,Chile,Antofagasta,Tocopilla,,2020-10-13,0.0,-0.02663,0.16184,195.61987290599998,3.4641378,17982.34,2166.7017,0.12049053,-70.01753199999999,-22.002796,294.6904600000001,176.84123,659.6467299999998,81.94,78.39,75.3,100.0
CLAR1,Chile,Araucania,Angol,,2020-10-13,0.0,,,78.9625638117,30.612614,53939.426,7047.646,0.13065852,-72.795868,-37.768177,78.979568,35.049149,211.31952,81.94,78.39,75.3,100.0
CLAR2,Chile,Araucania,Carahue,,2020-10-13,0.0,,,57.614766448999994,12.885841,25668.596,3560.5007,0.13871038,-73.269836,-38.610855,72.767105,21.513489,150.71327,81.94,78.39,75.3,100.0
