id,iso2,iso1_3n,iso1_3c,iso1_2c,iso2_uid,admin,admin0,admin1,admin2,admin3,level,mean,sum,sum_o65,perc_o65,centroid_longitude,centroid_latitude,mean_city,mean_motor,mean_walk,nameid
PE050115,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huamanga,Jesus Nazareno,District,1169.2611,21046.699,1364.7152,0.064842246,-74.208504,-13.121825,3,4.2909279,32.684212,"Ayacucho, Peru"
PE050116,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huamanga,Andres Avelino Caceres Dorregaray,District,3372.2085,33722.086,2186.6157,0.064842246,-74.200203,-13.154601,0.2,1.0455189,11.5,"Ayacucho, Peru"
PE050201,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Cangallo,Cangallo,District,33.109241,7317.1421,830.15564,0.11345354,-74.110069,-13.599735,65.26786,17.466194,100.64286,"Ayacucho, Peru"
PE050202,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Cangallo,Chuschi,District,16.973188,8418.7012,949.04907,0.11273105,-74.436203,-13.493131,73.463707,63.752804,434.71976,"Ayacucho, Peru"
PE050203,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Cangallo,Los Morochucos,District,30.729141,9341.6592,1045.6982,0.11193924,-74.225662,-13.494226,48.040539,33.762268,241.52026,"Ayacucho, Peru"
PE050204,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Cangallo,Maria Parado De Bellido,District,16.98045,2665.9307,301.8515,0.11322556,-74.275665,-13.568064,67.69136,35.228374,220.37654,"Ayacucho, Peru"
PE050205,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Cangallo,Paras,District,4.9888735,4669.5854,528.27649,0.11313134,-74.719574,-13.460769,146.96471,85.487495,424.12619,"Ayacucho, Peru"
PE050206,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Cangallo,Totos,District,26.855921,3732.9729,423.2424,0.11337945,-74.501183,-13.556167,87.705879,79.993576,566.77203,"Ayacucho, Peru"
PE050301,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanca Sancos,Sancos,District,2.4288204,3963.835,424.07153,0.10698517,-74.559738,-14.001018,184.08879,109.2654,445.9902,"Ayacucho, Peru"
PE050302,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanca Sancos,Carapo,District,10.880416,2546.0173,273.14838,0.10728457,-74.303436,-13.812059,82.497887,48.423386,219.3038,"Ayacucho, Peru"
PE050303,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanca Sancos,Sacsamarca,District,2.3621843,1814.1575,196.658,0.10840183,-74.222565,-13.983974,152.19637,100.09238,291.85175,"Ayacucho, Peru"
PE050304,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanca Sancos,Santiago De Lucanamarca,District,3.6312044,2835.9707,304.07056,0.10721922,-74.532921,-13.826285,146.83014,78.355782,357.85953,"Ayacucho, Peru"
PE050401,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Huanta,District,285.95605,56619.297,3795.6353,0.067037836,-74.211456,-12.912038,42.837563,20.944769,96.030457,"Ayacucho, Peru"
PE050402,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Ayahuanco,District,23.706486,10478.267,703.39832,0.067129262,-74.305397,-12.53153,201.54688,136.38843,488.77008,"Ayacucho, Peru"
PE050403,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Huamanguilla,District,56.038624,6276.3257,418.74664,0.066718437,-74.158943,-12.992655,42.945946,11.275472,62.171169,"Ayacucho, Peru"
PE050404,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Iguain,District,51.353508,3748.8062,251.31633,0.067039028,-74.218254,-12.983087,31.459459,9.1877956,49.567566,"Ayacucho, Peru"
PE050405,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Luricocha,District,34.43956,5854.7251,393.22122,0.067163058,-74.274429,-12.860812,48.417648,25.522572,141.89999,"Ayacucho, Peru"
PE050406,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Santillana,District,12.104212,4175.9531,280.41318,0.067149505,-74.242004,-12.671212,117.8343,54.383926,426.50873,"Ayacucho, Peru"
PE050407,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Sivia,District,16.334631,17641.4,1177.9435,0.066771537,-73.996445,-12.603823,218.30734,141.24887,328.66479,"Ayacucho, Peru"
PE050408,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Llochegua,District,18.63269,11496.37,769.96539,0.066974655,-74.08255,-12.444438,359.81302,238.98282,505.07318,"Ayacucho, Peru"
PE050409,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Canayre,District,15.403831,4929.2261,324.43744,0.065819144,-74.102112,-12.34062,441.4101,285.46335,641.93689,"Ayacucho, Peru"
PE050410,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Uchuraccay,District,16.846748,5155.105,339.556,0.065867908,-74.093185,-12.784538,70.214981,37.888096,253.24104,"Ayacucho, Peru"
PE050411,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Pucacolpa,District,15.838938,13558.131,908.80609,0.06703034,-74.382988,-12.339499,354.36725,215.55783,751.64563,"Ayacucho, Peru"
PE050412,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Huanta,Chaca,District,17.145472,2160.3293,144.81758,0.067034952,-74.191544,-12.783558,93.951614,41.512875,292.66934,"Ayacucho, Peru"
PE050501,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,San Miguel,District,24.268646,13226.412,824.81317,0.062361065,-73.94265,-13.036065,91.761551,60.902096,381.94086,"Ayacucho, Peru"
PE050502,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Anco,District,17.244862,16382.619,1021.9298,0.062378902,-73.643349,-13.064713,163.73969,112.42416,525.51324,"Ayacucho, Peru"
PE050503,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Ayna,District,32.024483,10984.397,684.85809,0.062348261,-73.890907,-12.728477,160.48396,111.59577,256.64722,"Ayacucho, Peru"
PE050504,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Chilcas,District,19.946684,3670.1899,230.83258,0.062893905,-73.866035,-13.16861,138.98378,84.259079,500.55676,"Ayacucho, Peru"
PE050505,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Chungui,District,7.8049808,4839.0879,311.48611,0.064368762,-73.570404,-13.230006,245.68159,106.36507,427.7056,"Ayacucho, Peru"
PE050506,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Luis Carranza,District,7.75981,1226.0499,79.387108,0.064750306,-73.891006,-13.239379,140.45512,76.473915,419.00641,"Ayacucho, Peru"
PE050507,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Santa Rosa,District,27.254782,12618.964,786.5752,0.062332787,-73.789345,-12.764598,256.6918,173.99104,375.18103,"Ayacucho, Peru"
PE050508,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Tambo,District,63.01897,23569.096,1470.4163,0.06238747,-74.023102,-12.912295,65.380699,40.741268,263.48257,"Ayacucho, Peru"
PE050509,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Samugari,District,15.510393,7134.7808,444.63327,0.062319122,-73.720741,-12.86025,323.64551,224.89914,441.13129,"Ayacucho, Peru"
PE050510,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Anchihuay,District,11.053811,3481.9504,217.02803,0.062329441,-73.712723,-12.956494,247.8671,177.7691,560.97784,"Ayacucho, Peru"
PE050511,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,La Mar,Oronccoy,District,7.4036427,4967.8442,314.01987,0.063210487,-73.392609,-13.346328,347.08371,178.93175,605.50073,"Ayacucho, Peru"
PE050601,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Puquio,District,15.267245,15877.936,2014.642,0.12688312,-74.016281,-14.676302,147.89059,61.203022,256.83591,"Ayacucho, Peru"
PE050602,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Aucara,District,6.8472543,7258.0894,921.41357,0.12694988,-74.153946,-14.194463,190.34952,92.828743,433.98859,"Ayacucho, Peru"
PE050603,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Cabana,District,13.177671,6377.9927,809.31696,0.1268921,-74.077507,-14.362138,161.93764,70.761642,299.48856,"Ayacucho, Peru"
PE050604,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Carmen Salcedo,District,9.0661364,5077.0366,644.22357,0.12688969,-73.981789,-14.465819,151.29062,55.917904,215.59386,"Ayacucho, Peru"
PE050605,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Chavina,District,5.1099443,2273.9253,286.86121,0.12615243,-73.883667,-14.982725,158.18243,40.736404,233.64865,"Ayacucho, Peru"
PE050606,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Chipao,District,2.9769602,4140.9517,525.02533,0.12678857,-73.757416,-14.477165,140.63026,70.033401,349.83868,"Ayacucho, Peru"
PE050607,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Huac-Huas,District,8.4793606,3222.1567,408.83801,0.12688334,-74.99366,-14.166404,163.95503,133.94238,928.71429,"Ayacucho, Peru"
PE050608,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Laramate,District,1.4707623,1378.1042,174.55594,0.12666382,-74.766228,-14.249974,161.55923,134.2292,723.22626,"Ayacucho, Peru"
PE050609,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Leoncio Prado,District,1.051259,1407.6359,178.07358,0.12650543,-74.615723,-14.671481,196.63351,107.24367,531.69336,"Ayacucho, Peru"
PE050610,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Llauta,District,1.9679321,1168.9517,148.26506,0.12683593,-74.940544,-14.249789,135.58348,116.05783,762.97809,"Ayacucho, Peru"
PE050611,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Lucanas,District,3.4678204,5097.6958,646.84503,0.12688969,-74.304405,-14.487451,193.48778,93.747475,470.06183,"Ayacucho, Peru"
PE050612,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Ocana,District,2.8420999,2950.0996,374.04349,0.12679012,-74.847168,-14.427464,166.93822,110.33834,618.83881,"Ayacucho, Peru"
PE050613,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Otoca,District,3.934088,3414.7883,433.12396,0.12683772,-74.66021,-14.49214,182.0242,110.3563,717.36633,"Ayacucho, Peru"
PE050614,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Saisa,District,1.5247964,1062.7831,134.8562,0.12688968,-74.374489,-14.955884,274.87338,131.49037,698.87915,"Ayacucho, Peru"
PE050615,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,San Cristobal,District,5.1744108,2535.4612,321.72388,0.12688969,-74.254356,-14.791783,226.66188,117.52697,408.68442,"Ayacucho, Peru"
PE050616,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,San Juan,District,35.86552,2080.2002,263.95593,0.12688968,-74.186401,-14.653992,121.13793,29.183573,120.96552,"Ayacucho, Peru"
PE050617,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,San Pedro,District,3.6208024,3175.4436,402.84933,0.12686396,-74.207939,-14.971119,343.61548,139.72081,597.38,"Ayacucho, Peru"
PE050618,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,San Pedro De Palco,District,2.307375,1449.0315,183.85938,0.12688433,-74.494263,-14.291307,309.71609,240.87241,819.84686,"Ayacucho, Peru"
PE050619,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Sancos,District,5.4852281,9988.5996,1266.6812,0.12681268,-74.158417,-15.147087,305.52722,114.45177,610.40186,"Ayacucho, Peru"
PE050620,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Santa Ana De Huaycahuacho,District,12.903322,696.77942,88.482185,0.12698737,-73.925606,-14.220874,138.28572,81.124046,300.07144,"Ayacucho, Peru"
PE050621,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Lucanas,Santa Lucia,District,0.73393005,918.14648,115.82314,0.12614886,-74.545807,-14.932796,329.23965,152.77905,737.99683,"Ayacucho, Peru"
PE050701,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,Coracora,District,10.869806,18272.145,2091.0046,0.11443674,-73.699341,-14.81576,213.60226,71.994087,399.27011,"Ayacucho, Peru"
PE050702,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,Chumpi,District,6.3580484,2873.8379,328.87228,0.11443662,-73.699928,-15.105816,192.9978,56.889629,229.25331,"Ayacucho, Peru"
PE050703,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,Coronel Castaneda,District,2.0841482,2711.4768,310.94785,0.11467841,-73.164047,-14.778274,265.297,120.9073,806.17883,"Ayacucho, Peru"
PE050704,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,Pacapausa,District,27.965836,5145.7139,588.65424,0.114397,-73.363022,-14.951979,281.93958,95.332085,545.95056,"Ayacucho, Peru"
PE050705,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,Pullo,District,3.2225783,6126.1211,695.95856,0.11360509,-73.984489,-15.333175,269.80832,87.704742,361.22592,"Ayacucho, Peru"
PE050706,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,Puyusca,District,2.868865,2254.9277,259.56464,0.11510996,-73.597626,-15.282082,216.69142,75.256058,378.09476,"Ayacucho, Peru"
PE050707,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,San Francisco De Ravacayco,District,7.4451728,915.75629,105.38363,0.11507825,-73.363182,-15.00583,277.57599,95.429955,499.616,"Ayacucho, Peru"
PE050708,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Parinacochas,Upahuacho,District,6.1180158,4245.9028,485.90057,0.11443987,-73.529434,-14.88348,257.11319,88.718056,497.86676,"Ayacucho, Peru"
PE050801,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Pausa,District,10.053277,3026.0364,456.44275,0.15083849,-73.357933,-15.320708,226.6459,51.196476,148.27541,"Ayacucho, Peru"
PE050802,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Colta,District,5.3658648,1582.9302,238.84406,0.1508873,-73.250572,-15.127762,233.30743,66.18,329.51691,"Ayacucho, Peru"
PE050803,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Corculla,District,3.6366565,436.39877,65.395729,0.14985314,-73.218651,-15.261824,257.2377,67.63063,260.16394,"Ayacucho, Peru"
PE050804,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Lampa,District,8.4613466,2868.3965,432.51334,0.15078576,-73.449677,-15.148468,310.41348,139.98477,355.94135,"Ayacucho, Peru"
PE050805,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Marcabamba,District,5.7482052,833.48975,125.47456,0.15054122,-73.379158,-15.091725,309.30768,152.56987,411.03497,"Ayacucho, Peru"
PE050806,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Oyolo,District,1.447112,1392.1217,208.85179,0.15002409,-73.118599,-15.023052,257.47507,85.138252,417.29001,"Ayacucho, Peru"
PE050807,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Pararca,District,10.153583,700.59717,105.71122,0.15088731,-73.452316,-15.205723,236.47058,92.9963,258.82352,"Ayacucho, Peru"
PE050808,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,San Javier De Alpabamba,District,4.1411452,592.18378,88.928726,0.15017082,-73.294388,-15.048209,277.39725,100.68812,426.6644,"Ayacucho, Peru"
PE050809,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,San Jose De Ushua,District,5.3941216,188.79425,28.467623,0.15078649,-73.196136,-15.223544,235.68571,59.25053,231.39999,"Ayacucho, Peru"
PE050810,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Paucar Del Sara Sara,Sara Sara,District,7.4755149,755.02698,113.8339,0.150768,-73.459488,-15.260029,203.88461,63.585213,215.125,"Ayacucho, Peru"
PE050901,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Querobamba,District,8.1708002,2778.072,374.98822,0.13498147,-73.804825,-13.994817,126.27299,39.868401,150.64095,"Ayacucho, Peru"
PE050902,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Belen,District,20.854237,917.58643,123.36555,0.13444571,-73.767258,-13.804315,99.395348,27.125788,254.2093,"Ayacucho, Peru"
PE050903,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Chalcos,District,10.129482,678.67529,91.373344,0.13463485,-73.752609,-13.850955,162.14925,37.709785,293.37314,"Ayacucho, Peru"
PE050904,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Chilcayoc,District,16.70789,551.36035,73.932907,0.13409181,-73.721764,-13.891238,177.38889,39.273613,313.69446,"Ayacucho, Peru"
PE050905,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Huacana,District,4.4759736,765.39148,103.18068,0.13480772,-73.86467,-14.214128,181.52046,78.936867,300.98245,"Ayacucho, Peru"
PE050906,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Morcolla,District,3.7150729,1303.9906,176.23648,0.13515165,-73.834457,-14.154759,143.5072,44.829205,253.34294,"Ayacucho, Peru"
PE050907,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Paico,District,8.0384893,779.73346,104.73687,0.13432394,-73.666588,-14.012591,145.87097,49.822968,342.39786,"Ayacucho, Peru"
PE050908,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,San Pedro De Larcay,District,3.1323376,1193.4207,157.98517,0.13238011,-73.589584,-14.283503,97.953369,80.555504,524.22278,"Ayacucho, Peru"
PE050909,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,San Salvador De Quije,District,10.790512,1845.1776,248.67554,0.13477051,-73.717766,-13.983271,154.42613,44.418186,262.35226,"Ayacucho, Peru"
PE050910,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Santiago De Paucaray,District,9.4307394,707.30542,94.839066,0.13408503,-73.653381,-14.087478,53.589043,39.483208,340.41095,"Ayacucho, Peru"
PE050911,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Sucre,Soras,District,3.5116024,1492.431,200.8553,0.13458264,-73.690994,-14.209561,134.96721,67.493607,367.54565,"Ayacucho, Peru"
PE051001,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Huancapi,District,7.0930605,2042.8014,294.69693,0.14426118,-74.089844,-13.804658,163.29225,113.80463,323.62677,"Ayacucho, Peru"
PE051002,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Alcamenca,District,18.466528,2566.8472,368.75336,0.14366004,-74.210449,-13.665536,88.683456,35.489819,134.03596,"Ayacucho, Peru"
PE051003,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Apongo,District,7.9501266,1653.6263,238.44244,0.14419366,-74.006859,-14.064958,170.0939,65.150803,351.71362,"Ayacucho, Peru"
PE051004,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Asquipata,District,5.5465655,477.00464,68.805328,0.14424457,-73.937813,-14.075817,158.97675,79.715881,269.90698,"Ayacucho, Peru"
PE051005,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Canaria,District,14.275778,4582.5244,661.2265,0.14429307,-73.994553,-13.96155,105.60313,53.440594,241.27499,"Ayacucho, Peru"
PE051006,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Cayara,District,15.650767,1158.1567,167.1786,0.14434886,-73.988678,-13.792846,65.92308,35.137077,229.76923,"Ayacucho, Peru"
PE051007,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Colca,District,13.535577,1028.7039,147.7749,0.14365155,-74.037933,-13.71486,62.675323,26.669884,157.02597,"Ayacucho, Peru"
PE051008,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Huamanquiquia,District,15.100428,1343.9381,193.62094,0.14406984,-74.275719,-13.716079,74.842697,57.764278,298.83145,"Ayacucho, Peru"
PE051009,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Huancaraylla,District,4.4321222,842.10321,121.41515,0.14418085,-74.169868,-13.749076,77.553848,44.523201,209.75385,"Ayacucho, Peru"
PE051010,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Huaya,District,19.207434,3649.4126,526.74988,0.14433827,-73.979202,-13.87803,89.931213,50.350784,268.8201,"Ayacucho, Peru"
PE051011,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Sarhua,District,6.6037254,3037.7136,436.73172,0.14376988,-74.409843,-13.690285,178.18062,125.37666,413.31058,"Ayacucho, Peru"
PE051012,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Victor Fajardo,Vilcanchos,District,4.8745499,2905.2317,414.27396,0.14259584,-74.643181,-13.652381,148.56114,113.96423,637.19427,"Ayacucho, Peru"
PE051101,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Vilcas Huaman,District,34.644314,9146.0986,1281.8418,0.14015175,-73.896324,-13.655702,85.245285,19.175596,115.63396,"Ayacucho, Peru"
PE051102,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Accomarca,District,8.8137503,907.81635,127.42455,0.1403638,-73.867401,-13.806237,104.60378,20.849918,118.02831,"Ayacucho, Peru"
PE051103,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Carhuanca,District,15.951011,1052.7667,147.4252,0.14003596,-73.782066,-13.739439,79.140625,25.192213,219.5,"Ayacucho, Peru"
PE051104,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Concepcion,District,14.051145,3554.9397,488.91974,0.1375325,-73.880409,-13.542102,65.525688,32.833363,210.81027,"Ayacucho, Peru"
PE051105,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Huambalpa,District,12.066853,2401.3035,337.28915,0.14046086,-73.887909,-13.744308,85.873741,23.309666,151.23738,"Ayacucho, Peru"
PE051106,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Independencia,District,14.926621,1582.2218,222.24716,0.14046524,-73.858475,-13.875657,132.25,35.094368,185.89423,"Ayacucho, Peru"
PE051107,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Saurama,District,12.361948,1322.7284,182.92203,0.13829145,-73.750343,-13.701022,72,47.204731,287.17758,"Ayacucho, Peru"
PE051108,AYA,604,PER,PE,PE-AYA,3,Peru,Ayacucho,Vilcas Huaman,Vischongo,District,16.561722,5349.436,745.23529,0.139311,-74.013695,-13.553711,81.857582,39.617977,199.22601,"Ayacucho, Peru"
PE060101,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Cajamarca,District,648.24054,290411.75,19404.234,0.066816285,-78.561089,-7.0775123,14.659955,20.341152,153.18568,"Cajamarca, Peru"
PE060102,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Asuncion,District,54.079216,13573.884,907.6369,0.066866413,-78.527184,-7.3382354,80.298805,56.295052,268.18726,"Cajamarca, Peru"
PE060103,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Chetilla,District,48.713192,4189.3345,280.1217,0.066865444,-78.65403,-7.1425047,65.457832,44.121815,223.04819,"Cajamarca, Peru"
PE060104,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Cospan,District,11.791788,7652.8701,516.00763,0.067426682,-78.516869,-7.4530292,143.20987,112.93459,453.81326,"Cajamarca, Peru"
PE060105,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Encanada,District,35.589504,26514.182,1782.2911,0.067220293,-78.402939,-6.9851995,53.374332,26.30127,187.54813,"Cajamarca, Peru"
PE060106,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Jesus,District,41.728714,14563.321,973.94122,0.066876315,-78.366646,-7.2983093,52.23209,35.018826,234.53868,"Cajamarca, Peru"
PE060107,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Llacanora,District,94.605087,5960.1201,398.20087,0.066810876,-78.411842,-7.1895986,8.9523811,9.3412714,84.984123,"Cajamarca, Peru"
PE060108,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Los Banos Del Inca,District,142.30132,46532.531,3108.8794,0.066810884,-78.455971,-7.0901237,17.859327,14.34417,104.05811,"Cajamarca, Peru"
PE060109,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Magdalena,District,39.584324,9737.7441,657.72559,0.067543939,-78.622383,-7.2247291,61.47131,56.115704,223.24181,"Cajamarca, Peru"
PE060110,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Matara,District,45.024448,3061.6624,205.73041,0.067195654,-78.259483,-7.2720118,35.746269,31.392136,154.26866,"Cajamarca, Peru"
PE060111,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,Namora,District,58.338612,10734.305,717.96161,0.066884778,-78.284073,-7.1843638,40.021622,26.300608,174.58379,"Cajamarca, Peru"
PE060112,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajamarca,San Juan,District,61.830112,5193.7295,346.99765,0.066810884,-78.481979,-7.2739096,23.627907,23.077347,132.7907,"Cajamarca, Peru"
PE060201,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajabamba,Cajabamba,District,136.00586,30465.311,2683.54,0.0880851,-78.03215,-7.6314507,81.100876,22.265173,93.552635,"Cajamarca, Peru"
PE060202,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajabamba,Cachachi,District,28.168558,27295.332,2405.2122,0.088118076,-78.253326,-7.5677004,155.5078,58.282722,244.46722,"Cajamarca, Peru"
PE060203,CAJ,604,PER,PE,PE-CAJ,3,Peru,Cajamarca,Cajabamba,Condebamba,District,56.666157,12976.55,1144.9464,0.088231958,-78.091141,-7.5301161,64.806038,26.214449,166.96983,"Cajamarca, Peru"
