id,iso2,iso1_3n,iso1_3c,iso1_2c,iso2_uid,admin,admin0,admin1,admin2,admin3,level,mean,sum,sum_o65,perc_o65,centroid_longitude,centroid_latitude,mean_city,mean_motor,mean_walk,nameid
MXOAX20345,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Sebastian Ixcapa,,Municipality,47.709782,5677.4639,610.29077,0.10749356,-98.149544,16.525934,255.34711,14.928776,64.727272,"Oaxaca, Mexico"
MXOAX20346,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Sebastian Nicananduta,,Municipality,26.5259,1565.0281,259.3475,0.16571428,-97.674385,17.519957,121.39286,59.637939,427.03571,"Oaxaca, Mexico"
MXOAX20347,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Sebastian Rio Hondo,,Municipality,37.288475,4810.2134,361.28668,0.075108245,-96.423386,16.205082,149.6124,33.793316,291.41861,"Oaxaca, Mexico"
MXOAX20348,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Sebastian Tecomaxtlahuaca,,Municipality,39.25692,11188.223,1391.9563,0.12441264,-98.093636,17.345236,127.21277,20.490677,136.88298,"Oaxaca, Mexico"
MXOAX20349,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Sebastian Teitipac,,Municipality,56.420506,2031.1382,272.83011,0.13432376,-96.633423,16.951773,34.555557,18.739603,132.80556,"Oaxaca, Mexico"
MXOAX20350,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Sebastian Tutla,,Municipality,1897.0295,15176.236,780.36554,0.051420227,-96.67971,17.045305,5.6999998,7.7715173,53,"Oaxaca, Mexico"
MXOAX20351,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Simon Almolongas,,Municipality,86.187309,5429.8003,673.71484,0.12407728,-96.726524,16.401903,91.449997,24.069065,195.23334,"Oaxaca, Mexico"
MXOAX20352,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,San Simon Zahuatlan,,Municipality,167.90851,9067.0596,471.61868,0.052014511,-97.998138,17.835363,70.345451,42.076767,312.41818,"Oaxaca, Mexico"
MXOAX20353,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana,,Municipality,39.577774,2810.022,266.89417,0.094979391,-96.730286,16.33427,114.6,27.438643,182.98572,"Oaxaca, Mexico"
MXOAX20354,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana Ateixtlahuaca,,Municipality,22.415133,425.88751,57.701267,0.13548476,-96.888474,18.224745,147.8,54.878239,211.39999,"Oaxaca, Mexico"
MXOAX20355,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana Cuauhtemoc,,Municipality,13.546701,677.33508,138.81726,0.20494622,-96.801155,17.989777,145.48,46.09502,260.85999,"Oaxaca, Mexico"
MXOAX20356,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana Del Valle,,Municipality,58.129459,2034.531,348.03387,0.17106344,-96.465401,17.011517,37.171429,18.4331,146.82857,"Oaxaca, Mexico"
MXOAX20357,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana Tavela,,Municipality,3.5306919,737.91461,187.92169,0.25466591,-95.883804,16.604252,235.68269,111.52478,250.61539,"Oaxaca, Mexico"
MXOAX20358,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana Tlapacoyan,,Municipality,38.79763,2289.0601,417.23993,0.18227565,-96.861557,16.743084,60.431034,23.042747,162.86208,"Oaxaca, Mexico"
MXOAX20359,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana Yareni,,Municipality,10.374207,601.70398,110.90129,0.18431205,-96.622147,17.396221,103.54386,37.622452,244.10527,"Oaxaca, Mexico"
MXOAX20360,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ana Zegache,,Municipality,137.41406,4534.6641,607.26807,0.13391688,-96.731926,16.836401,28.058823,8.6107025,69.764709,"Oaxaca, Mexico"
MXOAX20361,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catalina Quieri,,Municipality,13.296805,811.10516,111.87778,0.13793252,-96.241745,16.329607,253.95238,123.68129,531.69843,"Oaxaca, Mexico"
MXOAX20362,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Cuixtla,,Municipality,64.53614,2065.1565,441.07217,0.21357809,-96.648216,16.294916,112.83871,15.793036,87.580643,"Oaxaca, Mexico"
MXOAX20363,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Ixtepeji,,Municipality,10.943445,2943.7869,370.09747,0.12572156,-96.577087,17.213799,48.114391,31.142183,175.46863,"Oaxaca, Mexico"
MXOAX20364,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Juquila,,Municipality,19.295982,15070.163,983.53271,0.065263577,-97.296188,16.17734,212.47443,90.245697,618.22888,"Oaxaca, Mexico"
MXOAX20365,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Lachatao,,Municipality,13.782733,1791.7552,328.80283,0.18350878,-96.498459,17.18051,75.549179,39.691936,166.15573,"Oaxaca, Mexico"
MXOAX20366,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Loxicha,,Municipality,26.398876,4065.4268,306.27429,0.075336322,-96.718773,16.070955,202.70323,65.319611,446.61935,"Oaxaca, Mexico"
MXOAX20367,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Mechoacan,,Municipality,79.274597,4835.7505,313.97455,0.064927779,-97.839134,16.33971,300.63934,32.834942,297.5246,"Oaxaca, Mexico"
MXOAX20368,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Minas,,Municipality,50.656044,2076.8979,294.60947,0.14185072,-96.612686,16.79147,55,31.123175,112.14286,"Oaxaca, Mexico"
MXOAX20369,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Quiane,,Municipality,166.8475,4338.0352,468.0643,0.10789777,-96.732079,16.88335,23.48,9.9202356,48.720001,"Oaxaca, Mexico"
MXOAX20370,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Tayata,,Municipality,17.987656,845.4198,124.76002,0.14757168,-97.551422,17.33469,122.71111,38.259785,309.75555,"Oaxaca, Mexico"
MXOAX20371,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Ticua,,Municipality,29.674709,1097.9642,209.44435,0.19075699,-97.534355,17.06185,172.55556,38.195274,311.77777,"Oaxaca, Mexico"
MXOAX20372,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Yosonotu,,Municipality,49.954025,2247.9312,417.888,0.18589893,-97.672653,17.007824,176.45653,27.626862,227,"Oaxaca, Mexico"
MXOAX20373,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Catarina Zapoquila,,Municipality,3.8270345,547.26593,110.91474,0.20267065,-97.556633,18.02075,148.47552,106.75944,521.39862,"Oaxaca, Mexico"
MXOAX20374,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Acatepec,,Municipality,235.36311,1882.9049,210.01535,0.11153795,-96.883049,18.157501,100.22222,14.880492,100.66666,"Oaxaca, Mexico"
MXOAX20375,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Amilpas,,Municipality,3921.9932,7843.9868,395.81158,0.05046051,-96.685097,17.048594,1.5,3.3927355,49.5,"Oaxaca, Mexico"
MXOAX20376,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz De Bravo,,Municipality,14.824346,340.95993,78.538361,0.23034485,-98.215332,17.570551,95.608696,61.156475,395.52173,"Oaxaca, Mexico"
MXOAX20377,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Itundujia,,Municipality,18.04488,12306.607,1281.0453,0.1040941,-97.681358,16.728212,281.46121,87.181015,622.57391,"Oaxaca, Mexico"
MXOAX20378,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Mixtepec,,Municipality,83.580574,4680.5122,593.21851,0.12674221,-96.905342,16.789997,74.53846,30.264469,199.78847,"Oaxaca, Mexico"
MXOAX20379,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Nundaco,,Municipality,68.343155,3553.844,400.93652,0.1128177,-97.718315,17.154896,145.54903,5.4088731,36.901962,"Oaxaca, Mexico"
MXOAX20380,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Papalutla,,Municipality,116.83047,2102.9485,243.44572,0.115764,-96.583832,16.952505,28.82353,17.324549,136.64706,"Oaxaca, Mexico"
MXOAX20381,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Tacache De Mina,,Municipality,79.063599,2846.2896,328.0592,0.11525855,-98.164375,17.821438,89.472221,43.488239,378.44446,"Oaxaca, Mexico"
MXOAX20382,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Tacahua,,Municipality,21.838039,1244.7683,198.54744,0.15950553,-97.462357,16.918131,216.52632,61.420189,484.24561,"Oaxaca, Mexico"
MXOAX20383,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Tayata,,Municipality,32.40535,842.53906,151.51715,0.17983398,-97.567947,17.376703,109.82143,38.659042,356.46429,"Oaxaca, Mexico"
MXOAX20384,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Xitla,,Municipality,89.186043,6153.8369,527.40521,0.085703477,-96.678139,16.337309,96.328362,11.350368,110.10448,"Oaxaca, Mexico"
MXOAX20385,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Xoxocotlan,,Municipality,2053.7686,110903.51,6985.062,0.062983237,-96.748596,17.019022,1.9433962,4.1373944,37.754719,"Oaxaca, Mexico"
MXOAX20386,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Cruz Zenzontepec,,Municipality,34.429867,20382.48,1155.489,0.056690305,-97.484779,16.469349,267.4678,107.99643,894.8288,"Oaxaca, Mexico"
MXOAX20387,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Gertrudis,,Municipality,87.615875,3329.4033,467.11429,0.14029971,-96.793182,16.781717,38.400002,6.8271623,61.375,"Oaxaca, Mexico"
MXOAX20388,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ines Del Monte,,Municipality,50.025677,3101.592,159.31783,0.051366467,-96.85463,16.921743,40.290321,17.974566,122.53226,"Oaxaca, Mexico"
MXOAX20389,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Ines Yatzeche,,Municipality,215.74423,862.97693,113.61985,0.13166036,-96.758942,16.80582,31.666666,4.6481953,46.666668,"Oaxaca, Mexico"
MXOAX20390,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Lucia Del Camino,,Municipality,4256.7773,63851.664,4775.6279,0.074792534,-96.691109,17.064976,0.16666667,1.4026839,16.75,"Oaxaca, Mexico"
MXOAX20391,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Lucia Miahuatlan,,Municipality,47.270321,4017.9773,295.55435,0.073557995,-96.620659,16.180822,146.47728,31.206808,234.19318,"Oaxaca, Mexico"
MXOAX20392,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Lucia Monteverde,,Municipality,35.857784,6956.4097,858.14038,0.12335967,-97.732147,16.943195,206.7552,44.584721,328.36459,"Oaxaca, Mexico"
MXOAX20393,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Lucia Ocotlan,,Municipality,216.67952,3466.8723,333.60703,0.096227087,-96.668663,16.72468,35.375,8.692132,89.3125,"Oaxaca, Mexico"
MXOAX20394,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Alotepec,,Municipality,28.64225,3408.4277,419.76843,0.12315603,-95.846519,17.079178,193.7731,109.54677,672.0672,"Oaxaca, Mexico"
MXOAX20395,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Apazco,,Municipality,25.918926,2540.0547,620.96948,0.24447091,-97.080208,17.62471,124.7551,44.858723,298.11224,"Oaxaca, Mexico"
MXOAX20396,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria La Asuncion,,Municipality,317.9624,3179.624,407.13785,0.1280459,-96.817261,18.103354,106.7,2.8739824,26.799999,"Oaxaca, Mexico"
MXOAX20397,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Heroica Ciudad De Tlaxiaco,,Municipality,110.61127,47341.625,3691.45,0.077974722,-97.691391,17.231388,137.51276,20.379335,136.89558,"Oaxaca, Mexico"
MXOAX20398,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Ayoquezco De Aldama,,Municipality,33.373005,4204.9985,677.36694,0.16108613,-96.892082,16.677458,96.581398,45.604595,255.21706,"Oaxaca, Mexico"
MXOAX20399,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Atzompa,,Municipality,1338.8872,53555.484,2388.917,0.044606391,-96.786446,17.088203,3.7435896,3.9201403,35.410255,"Oaxaca, Mexico"
MXOAX20400,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Camotlan,,Municipality,21.390444,2481.2915,377.08917,0.15197295,-97.649956,17.869619,68.880341,57.53524,218.32478,"Oaxaca, Mexico"
MXOAX20401,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Colotepec,,Municipality,58.812042,29876.518,1668.8517,0.055858307,-96.921989,15.862059,235.02385,29.117285,228.52087,"Oaxaca, Mexico"
MXOAX20402,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Cortijo,,Municipality,13.715343,1357.8188,122.1302,0.089945875,-98.312706,16.428926,253.17172,33.493168,299.22223,"Oaxaca, Mexico"
MXOAX20403,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Coyotepec,,Municipality,455.51724,3644.1379,246.45245,0.067629836,-96.710205,16.970623,3,2.4126759,34.25,"Oaxaca, Mexico"
MXOAX20404,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Chachoapam,,Municipality,10.714918,825.04871,175.4231,0.21262151,-97.260651,17.565763,63.217949,17.123848,122.9359,"Oaxaca, Mexico"
MXOAX20405,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Villa De Chilapa De Diaz,,Municipality,12.037631,2527.9026,382.34955,0.15125169,-97.638016,17.593836,90.018692,56.544621,373.07944,"Oaxaca, Mexico"
MXOAX20406,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Chilchotla,,Municipality,59.479626,20877.348,1935.441,0.092705309,-96.746201,18.29307,140.27272,43.19849,282.27841,"Oaxaca, Mexico"
MXOAX20407,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Chimalapa,,Municipality,1.5267736,8459.8525,491.57867,0.058107238,-94.388596,16.946917,549.18646,432.21136,943.15234,"Oaxaca, Mexico"
MXOAX20408,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Del Rosario,,Municipality,20.694923,620.84772,86.309471,0.13901874,-97.605118,17.343685,110.43333,31.764889,291.29999,"Oaxaca, Mexico"
MXOAX20409,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Del Tule,,Municipality,235.61667,4712.3335,329.00125,0.069817059,-96.6343,17.029242,12.736842,11.941421,120.63158,"Oaxaca, Mexico"
MXOAX20410,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Ecatepec,,Municipality,5.1537795,3386.0332,401.65994,0.11862256,-95.865059,16.233362,188.06412,112.03273,705.60608,"Oaxaca, Mexico"
MXOAX20411,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Guelace,,Municipality,148.46529,1187.7223,161.16489,0.1356924,-96.612778,16.992836,14.875,14.685919,164.875,"Oaxaca, Mexico"
MXOAX20412,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Guienagati,,Municipality,8.7023592,4116.2158,331.28711,0.080483414,-95.351952,16.73667,135.2981,54.031307,149.26639,"Oaxaca, Mexico"
MXOAX20413,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Huatulco,,Municipality,84.332382,52286.078,2202.4927,0.042123884,-96.223488,15.796461,184.42302,27.222883,172.21231,"Oaxaca, Mexico"
MXOAX20414,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Huazolotitlan,,Municipality,35.391407,12068.471,1207.4348,0.1000487,-97.926361,16.208815,321.45105,39.011757,268.26706,"Oaxaca, Mexico"
MXOAX20415,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Ipalapa,,Municipality,31.720095,6439.1792,682.16016,0.10593899,-97.998322,16.614883,285.90778,67.535378,286.02911,"Oaxaca, Mexico"
MXOAX20416,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Ixcatlan,,Municipality,2.0042725,434.92712,121.87601,0.28022167,-97.158417,17.850416,157.43721,68.61145,352.40466,"Oaxaca, Mexico"
MXOAX20417,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Jacatepec,,Municipality,25.264894,10181.752,1006.1078,0.098814808,-96.131577,17.849852,106.91045,90.791862,349.24377,"Oaxaca, Mexico"
MXOAX20418,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Jalapa Del Marques,,Municipality,15.812378,13646.082,1501.7933,0.11005308,-95.474236,16.515816,96.066666,66.010513,392.77515,"Oaxaca, Mexico"
MXOAX20419,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Jaltianguis,,Municipality,9.0588655,588.82623,113.97945,0.1935706,-96.541733,17.362738,72.952377,22.905502,114.26984,"Oaxaca, Mexico"
MXOAX20420,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Lachixio,,Municipality,37.396812,2206.4121,93.876549,0.042547151,-97.040932,16.737572,150.67188,59.340782,406.5625,"Oaxaca, Mexico"
MXOAX20421,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Mixtequilla,,Municipality,28.054407,4993.6846,505.95712,0.1013194,-95.275467,16.424694,42.966103,24.972746,154.62148,"Oaxaca, Mexico"
MXOAX20422,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Nativitas,,Municipality,15.909649,859.12103,215.92081,0.25132757,-97.332413,17.646286,64.056602,21.528198,193.5849,"Oaxaca, Mexico"
MXOAX20423,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Nduayaco,,Municipality,5.3783932,516.32574,139.38342,0.26995251,-97.501366,17.407713,119.85107,55.341351,366.42554,"Oaxaca, Mexico"
MXOAX20424,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Ozolotepec,,Municipality,21.823093,3862.6875,328.12439,0.084947176,-96.349274,16.099121,205.00571,70.780823,486.60001,"Oaxaca, Mexico"
MXOAX20425,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Papalo,,Municipality,35.894623,2476.729,238.9915,0.096494809,-96.783783,17.807293,171.38235,53.387444,301.73529,"Oaxaca, Mexico"
MXOAX20426,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Penoles,,Municipality,29.122946,8270.916,789.34711,0.095436476,-97.033432,17.048441,83.392365,47.334213,357.89929,"Oaxaca, Mexico"
MXOAX20427,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Petapa,,Municipality,91.134659,17224.449,1786.4918,0.10371837,-95.071976,16.884621,105.96757,34.988716,102.72433,"Oaxaca, Mexico"
MXOAX20428,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Quiegolani,,Municipality,11.856752,2347.637,179.349,0.076395541,-96.051903,16.304548,240.55838,120.46301,634.16754,"Oaxaca, Mexico"
MXOAX20429,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Sola,,Municipality,25.581961,1611.6636,250.39389,0.15536362,-97.029922,16.560934,121.53968,66.979889,442.15872,"Oaxaca, Mexico"
MXOAX20430,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Tataltepec,,Municipality,4.1843309,179.92624,61.540527,0.34203199,-97.395264,17.13752,151.42223,60.695538,475.42221,"Oaxaca, Mexico"
MXOAX20431,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Tecomavaca,,Municipality,4.4861445,2041.1957,230.7464,0.11304472,-97.098961,17.953562,176.93095,103.40719,363.47662,"Oaxaca, Mexico"
MXOAX20432,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Temaxcalapa,,Municipality,67.60331,1081.653,159.55067,0.14750634,-96.158096,17.378996,175.125,31.05492,145.8125,"Oaxaca, Mexico"
MXOAX20433,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Temaxcaltepec,,Municipality,60.487949,2480.0059,169.78038,0.068459667,-97.181023,16.16478,185.48718,62.250706,498.48718,"Oaxaca, Mexico"
MXOAX20434,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Teopoxco,,Municipality,113.16426,4979.2275,432.86206,0.086933576,-96.971588,18.174204,84.644447,22.243927,220.60001,"Oaxaca, Mexico"
MXOAX20435,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Tepantlali,,Municipality,77.327538,8042.064,514.61169,0.063990004,-95.98912,16.951307,118.69903,69.398476,442.20389,"Oaxaca, Mexico"
MXOAX20436,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Texcatitlan,,Municipality,36.973045,1663.787,284.30661,0.17087922,-97.050491,17.72237,139.46666,43.914185,203.71111,"Oaxaca, Mexico"
MXOAX20437,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Tlahuitoltepec,,Municipality,56.6605,10765.495,1095.2883,0.10174064,-96.053673,17.114285,124.2234,66.170456,343.4415,"Oaxaca, Mexico"
MXOAX20438,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Tlalixtac,,Municipality,75.166039,2179.8152,155.57848,0.071372323,-96.737122,17.921373,133.34483,52.624077,361,"Oaxaca, Mexico"
MXOAX20439,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Tonameca,,Municipality,50.331467,31608.162,1859.5559,0.058831509,-96.681854,15.772956,229.49289,25.473682,240.18958,"Oaxaca, Mexico"
MXOAX20440,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Totolapilla,,Municipality,6.7874579,936.66919,144.98773,0.15479076,-95.615265,16.622925,112.31429,82.086815,515.79285,"Oaxaca, Mexico"
MXOAX20441,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Xadani,,Municipality,87.334152,8908.084,462.85861,0.051959392,-95.026184,16.363098,22.180952,15.092508,103.88571,"Oaxaca, Mexico"
MXOAX20442,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Yalina,,Municipality,8.6648531,528.55603,133.34908,0.25228938,-96.296295,17.271074,155.41667,64.860481,157.28334,"Oaxaca, Mexico"
MXOAX20443,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Yavesia,,Municipality,5.0567188,551.18237,93.874527,0.17031482,-96.411362,17.201181,116.21495,50.714893,175.03738,"Oaxaca, Mexico"
MXOAX20444,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Yolotepec,,Municipality,20.437729,429.19229,60.476379,0.14090742,-97.460312,16.882214,224,65.971802,520.65216,"Oaxaca, Mexico"
MXOAX20445,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Yosoyua,,Municipality,66.633064,2598.6895,210.00662,0.080812514,-97.5,17.107441,181.13954,43.384422,333.81396,"Oaxaca, Mexico"
MXOAX20446,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Yucuhiti,,Municipality,74.260086,6609.1475,923.38513,0.1397132,-97.803276,17.035116,188.86813,34.176426,235.20879,"Oaxaca, Mexico"
MXOAX20447,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Zacatepec,,Municipality,29.783987,18227.801,1846.891,0.10132276,-97.97374,16.778719,236.49429,63.359352,501.8287,"Oaxaca, Mexico"
MXOAX20448,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Zaniza,,Municipality,13.107866,2542.926,101.94176,0.04008837,-97.3591,16.642765,250.91237,127.3055,861.42267,"Oaxaca, Mexico"
MXOAX20449,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santa Maria Zoquitlan,,Municipality,7.4189625,3791.0898,537.00714,0.14164981,-96.370407,16.559044,141.27756,63.382515,445.28741,"Oaxaca, Mexico"
MXOAX20450,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Amoltepec,,Municipality,58.372116,14826.518,704.78058,0.04753514,-97.520844,16.631557,284.75198,99.259346,826.56299,"Oaxaca, Mexico"
MXOAX20451,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Apoala,,Municipality,17.213884,1755.8162,391.45435,0.22294722,-97.136192,17.649687,122.99056,42.009052,310.48114,"Oaxaca, Mexico"
MXOAX20452,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Apostol,,Municipality,235.1942,4703.8838,604.65747,0.1285443,-96.727318,16.796192,35.105263,7.5559297,58.157894,"Oaxaca, Mexico"
MXOAX20453,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Astata,,Municipality,19.860971,4508.4409,510.03088,0.113128,-95.612144,15.977576,90.069565,63.965492,662.42175,"Oaxaca, Mexico"
MXOAX20454,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Atitlan,,Municipality,33.835892,3079.0659,268.63559,0.087245807,-95.921692,17.096264,204.59091,136.75333,576.42047,"Oaxaca, Mexico"
MXOAX20455,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Ayuquililla,,Municipality,41.521557,4442.8066,555.5354,0.12504154,-97.974327,17.919504,53.971428,40.062138,276.64761,"Oaxaca, Mexico"
MXOAX20456,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Cacaloxtepec,,Municipality,48.251617,2123.071,318.98212,0.15024562,-97.734444,17.731102,16.866667,16.399036,128.24445,"Oaxaca, Mexico"
MXOAX20457,OAX,484,MEX,MX,MX-OAX,2,Mexico,Oaxaca,Santiago Camotlan,,Municipality,10.832661,4127.2437,302.03516,0.073180839,-96.166458,17.527493,303.4567,202.92017,588.64044,"Oaxaca, Mexico"
