id,admin0,admin1,admin2,admin3,level,admin,iso2,iso1_3n,iso2_uid,iso1_3c,iso1_2c,nameid,mean,sum,sum_o65,perc_o65,centroid_longitude,centroid_latitude,mean_city,mean_motor,mean_walk
PEICA110114,Peru,Ica,Ica,Yauca Del Rosario,District,3,ICA,604,PE-ICA,PER,PE,"Yauca Del Rosario, Ica, Ica, Peru",0.670761228,1021.569275,91.30512238,0.089377314,-75.43416595,-14.10067272,138.0593719,120.0218811,525.9161987
PEICA110302,Peru,Ica,Nasca,Changuillo,District,3,ICA,604,PE-ICA,PER,PE,"Changuillo, Nasca, Ica, Peru",1.210958004,1395.02356,107.132637,0.076796301,-75.33439636,-14.80167198,204.952179,118.5153122,443.3991394
PEICA110303,Peru,Ica,Nasca,El Ingenio,District,3,ICA,604,PE-ICA,PER,PE,"El Ingenio, Nasca, Ica, Peru",3.645858526,2705.227051,207.8569336,0.076835297,-75.00710297,-14.67774582,151.8510895,82.11854553,241.6065521
PEICA110304,Peru,Ica,Nasca,Marcona,District,3,ICA,604,PE-ICA,PER,PE,"Marcona, Nasca, Ica, Peru",4.766542435,11268.10645,859.7506104,0.076299474,-75.06935883,-15.14243984,237.3532715,130.9793091,447.074646
PEICA110301,Peru,Ica,Nasca,Nasca,District,3,ICA,604,PE-ICA,PER,PE,"Nasca, Nasca, Ica, Peru",20.65116501,28477.95703,2173.164063,0.076310389,-75.03688812,-14.85703468,137.7284546,52.34049988,256.0890808
PEICA110305,Peru,Ica,Nasca,Vista Alegre,District,3,ICA,604,PE-ICA,PER,PE,"Vista Alegre, Nasca, Ica, Peru",27.99041557,18221.76172,1390.706543,0.076321192,-74.82800293,-14.92846584,170.7072449,85.26967621,340.8289795
PEICA110402,Peru,Ica,Palpa,Llipata,District,3,ICA,604,PE-ICA,PER,PE,"Llipata, Palpa, Ica, Peru",7.259383678,1582.545654,171.1403351,0.10814243,-75.15872955,-14.59466076,123.2126694,78.62960815,209.5882416
PEICA110401,Peru,Ica,Palpa,Palpa,District,3,ICA,604,PE-ICA,PER,PE,"Palpa, Palpa, Ica, Peru",44.54437256,7260.73291,789.1773682,0.10869114,-75.13157654,-14.48973465,80.84471893,61.32221985,376.7515564
PEICA110403,Peru,Ica,Palpa,Rio Grande,District,3,ICA,604,PE-ICA,PER,PE,"Rio Grande, Palpa, Ica, Peru",6.431810379,2379.769775,258.6217346,0.10867511,-75.14756775,-14.34570408,130.8440857,95.74057007,577.4515991
PEICA110404,Peru,Ica,Palpa,Santa Cruz,District,3,ICA,604,PE-ICA,PER,PE,"Santa Cruz, Palpa, Ica, Peru",3.25982976,984.4686279,106.7572708,0.10844152,-75.25769806,-14.47119617,103.5196075,69.11144257,420.5849609
PEICA110405,Peru,Ica,Palpa,Tibillo,District,3,ICA,604,PE-ICA,PER,PE,"Tibillo, Palpa, Ica, Peru",0.826649666,335.619751,37.43160248,0.1115298,-75.16093445,-14.15039253,200.6268311,123.759613,853.3366089
PEICA110502,Peru,Ica,Pisco,Huancano,District,3,ICA,604,PE-ICA,PER,PE,"Huancano, Pisco, Ica, Peru",1.437745094,1551.326904,108.8736496,0.070180982,-75.61590576,-13.55519009,233.7820892,212.131012,956.3453369
PEICA110503,Peru,Ica,Pisco,Humay,District,3,ICA,604,PE-ICA,PER,PE,"Humay, Pisco, Ica, Peru",6.239308834,6832.042969,473.0539246,0.069240481,-75.81798553,-13.74408531,178.0091248,116.8241272,489.7198792
PEICA110504,Peru,Ica,Pisco,Independencia,District,3,ICA,604,PE-ICA,PER,PE,"Independencia, Pisco, Ica, Peru",52.60590744,17254.73828,1192.722412,0.069124341,-76.01300049,-13.64686012,55.08024597,38.2982254,232.1512299
PEICA110505,Peru,Ica,Pisco,Paracas,District,3,ICA,604,PE-ICA,PER,PE,"Paracas, Pisco, Ica, Peru",7.143870354,12301.74512,850.7114258,0.069153719,-76.1578064,-14.04692554,92.37537384,80.4799118,467.2409363
PEICA110501,Peru,Ica,Pisco,Pisco,District,3,ICA,604,PE-ICA,PER,PE,"Pisco, Pisco, Ica, Peru",1982.334717,49558.37109,3425.324707,0.069116972,-76.19004059,-13.70217896,20,2.045120478,23.33333397
PEICA110506,Peru,Ica,Pisco,San Andres,District,3,ICA,604,PE-ICA,PER,PE,"San Andres, Pisco, Ica, Peru",73.76340485,20727.51563,1432.86853,0.069128811,-76.10684204,-13.80420494,60.79151917,35.76713181,202.5194397
PEICA110507,Peru,Ica,Pisco,San Clemente,District,3,ICA,604,PE-ICA,PER,PE,"San Clemente, Pisco, Ica, Peru",156.3770905,25020.33398,1729.785889,0.069135204,-76.14297485,-13.64207363,23.55555534,10.6066637,83.70987701
PEICA110508,Peru,Ica,Pisco,Tupac Amaru Inca,District,3,ICA,604,PE-ICA,PER,PE,"Tupac Amaru Inca, Pisco, Ica, Peru",310.9879456,21147.18164,1461.629272,0.06911698,-76.11067963,-13.72586918,37.40298462,18.79199028,107.6268692
PEJUN120301,Peru,Junin,Chanchamayo,Chanchamayo,District,3,JUN,604,PE-JUN,PER,PE,"Chanchamayo, Chanchamayo, Junin, Peru",28.59127426,25188.91211,1237.173218,0.049115784,-75.35643005,-11.03276253,322.5062561,214.4228821,389.6708374
PEJUN120302,Peru,Junin,Chanchamayo,Perene,District,3,JUN,604,PE-JUN,PER,PE,"Perene, Chanchamayo, Junin, Peru",60.06019592,106967.2109,5241.302246,0.048999149,-75.07598114,-10.94019985,285.842041,182.7342529,419.1821289
PEJUN120303,Peru,Junin,Chanchamayo,Pichanaqui,District,3,JUN,604,PE-JUN,PER,PE,"Pichanaqui, Chanchamayo, Junin, Peru",60.32191086,89276.42969,4366.583984,0.048910826,-74.86876678,-11.02502918,505.0975037,323.9094543,544.7359619
PEJUN120304,Peru,Junin,Chanchamayo,San Luis De Shuaro,District,3,JUN,604,PE-JUN,PER,PE,"San Luis De Shuaro, Chanchamayo, Junin, Peru",35.80766296,8164.146973,402.0444336,0.049245123,-75.27276611,-10.84327984,189.3056793,83.19491577,242.8777313
PEJUN120305,Peru,Junin,Chanchamayo,San Ramon,District,3,JUN,604,PE-JUN,PER,PE,"San Ramon, Chanchamayo, Junin, Peru",41.56790924,30635.54883,1504.37915,0.04910567,-75.40509796,-11.1568079,281.1745605,205.2971497,377.3883667
PEJUN120306,Peru,Junin,Chanchamayo,Vitoc,District,3,JUN,604,PE-JUN,PER,PE,"Vitoc, Chanchamayo, Junin, Peru",3.449172258,1631.458496,81.0226593,0.049662717,-75.23660278,-11.26501846,464.3927917,358.1418457,613.1231689
PEJUN120902,Peru,Junin,Chupaca,Ahuac,District,3,JUN,604,PE-JUN,PER,PE,"Ahuac, Chupaca, Junin, Peru",72.2544632,6213.883789,664.2481689,0.10689742,-75.35155487,-12.08199978,43.85057449,41.36472321,134.2183838
PEJUN120903,Peru,Junin,Chupaca,Chongos Bajo,District,3,JUN,604,PE-JUN,PER,PE,"Chongos Bajo, Chupaca, Junin, Peru",33.94143677,3903.265381,415.7550354,0.10651467,-75.28443146,-12.19483471,55.05172348,48.72832108,193.9224091
PEJUN120901,Peru,Junin,Chupaca,Chupaca,District,3,JUN,604,PE-JUN,PER,PE,"Chupaca, Chupaca, Junin, Peru",687.3673706,17184.18359,1829.035767,0.10643716,-75.28611755,-12.07082558,4.222222328,6.699018955,70.14814758
PEJUN120904,Peru,Junin,Chupaca,Huachac,District,3,JUN,604,PE-JUN,PER,PE,"Huachac, Chupaca, Junin, Peru",152.2823792,4111.624023,435.045166,0.10580859,-75.34272766,-12.03557014,9.740740776,5.178472042,41.85185242
PEJUN120905,Peru,Junin,Chupaca,Huamancaca Chico,District,3,JUN,604,PE-JUN,PER,PE,"Huamancaca Chico, Chupaca, Junin, Peru",596.7632446,7161.15918,729.4429932,0.10186102,-75.24876404,-12.07964993,1.181818128,3.392268658,38.18181992
PEJUN120906,Peru,Junin,Chupaca,San Juan De Iscos,District,3,JUN,604,PE-JUN,PER,PE,"San Juan De Iscos, Chupaca, Junin, Peru",64.75202942,2136.816895,228.4272461,0.10690071,-75.3015976,-12.11934662,53.875,48.24238968,148.96875
PEJUN120907,Peru,Junin,Chupaca,San Juan De Jarpa,District,3,JUN,604,PE-JUN,PER,PE,"San Juan De Jarpa, Chupaca, Junin, Peru",21.50906372,3570.504395,381.4862671,0.1068438,-75.45101929,-12.12349319,105.5925903,83.56820679,332.1975403
PEJUN120908,Peru,Junin,Chupaca,Tres De Diciembre,District,3,JUN,604,PE-JUN,PER,PE,"Tres De Diciembre, Chupaca, Junin, Peru",132.1409149,1982.11377,208.3299255,0.10510493,-75.24584961,-12.11401653,3,4.785252094,40.92856979
PEJUN120909,Peru,Junin,Chupaca,Yanacancha,District,3,JUN,604,PE-JUN,PER,PE,"Yanacancha, Chupaca, Junin, Peru",4.215795517,3777.352783,403.5282288,0.10682832,-75.47380829,-12.25368977,112.3122864,83.49650574,473.3754272
PEJUN120202,Peru,Junin,Concepcion,Aco,District,3,JUN,604,PE-JUN,PER,PE,"Aco, Concepcion, Junin, Peru",34.24456024,1575.249878,161.8657532,0.10275561,-75.39707947,-11.95533657,39.93333435,16.68959618,116.3111115
PEJUN120203,Peru,Junin,Concepcion,Andamarca,District,3,JUN,604,PE-JUN,PER,PE,"Andamarca, Concepcion, Junin, Peru",7.590869904,4607.658203,464.0699158,0.10071709,-74.85718536,-11.69635391,242.5427704,140.2314148,795.0756836
PEJUN120204,Peru,Junin,Concepcion,Chambara,District,3,JUN,604,PE-JUN,PER,PE,"Chambara, Concepcion, Junin, Peru",24.36161232,3264.456055,336.3661194,0.10303895,-75.43648529,-12.0056057,43.66165543,35.98409653,159.7593994
PEJUN120206,Peru,Junin,Concepcion,Comas,District,3,JUN,604,PE-JUN,PER,PE,"Comas, Concepcion, Junin, Peru",5.589732647,6299.628906,642.6794434,0.10201862,-75.04898834,-11.66550255,132.293808,128.9508057,636.1424561
PEJUN120201,Peru,Junin,Concepcion,Concepcion,District,3,JUN,604,PE-JUN,PER,PE,"Concepcion, Concepcion, Junin, Peru",695.6793213,15304.94434,1564.302124,0.10220894,-75.31351471,-11.91246128,8.652173996,2.347101212,20.91304398
PEJUN120207,Peru,Junin,Concepcion,Heroinas Toledo,District,3,JUN,604,PE-JUN,PER,PE,"Heroinas Toledo, Concepcion, Junin, Peru",36.5340004,1059.485962,108.4506226,0.10236154,-75.28177643,-11.83874035,25.72413826,21.29989052,138.1379242
PEJUN120208,Peru,Junin,Concepcion,Manzanares,District,3,JUN,604,PE-JUN,PER,PE,"Manzanares, Concepcion, Junin, Peru",78.93339539,1657.601318,171.1216583,0.10323451,-75.36447906,-12.00188923,24.95238113,8.048400879,37.42856979
PEJUN120209,Peru,Junin,Concepcion,Mariscal Castilla,District,3,JUN,604,PE-JUN,PER,PE,"Mariscal Castilla, Concepcion, Junin, Peru",22.94513702,1491.433838,152.7522736,0.10241974,-75.10533905,-11.58905506,120.462677,94.01795959,649.5969849
PEJUN120210,Peru,Junin,Concepcion,Matahuasi,District,3,JUN,604,PE-JUN,PER,PE,"Matahuasi, Concepcion, Junin, Peru",200.3776855,5410.197754,555.5380859,0.10268351,-75.35743713,-11.88184643,11.53846169,6.67780447,78.19230652
PEJUN120211,Peru,Junin,Concepcion,Mito,District,3,JUN,604,PE-JUN,PER,PE,"Mito, Concepcion, Junin, Peru",61.9198494,1857.595459,187.9826355,0.10119676,-75.35175323,-11.92880058,12,7.894835949,61.375
PEJUN120212,Peru,Junin,Concepcion,Nueve De Julio,District,3,JUN,604,PE-JUN,PER,PE,"Nueve De Julio, Concepcion, Junin, Peru",146.3185272,1024.229736,104.8978729,0.10241635,-75.3146286,-11.88989925,12.85714245,7.431713104,43.57143021
PEJUN120213,Peru,Junin,Concepcion,Orcotuna,District,3,JUN,604,PE-JUN,PER,PE,"Orcotuna, Concepcion, Junin, Peru",79.36385345,4206.28418,422.3413086,0.10040722,-75.32822418,-11.97533131,14.49019623,8.933925629,57.96078491
PEJUN120214,Peru,Junin,Concepcion,San Jose De Quero,District,3,JUN,604,PE-JUN,PER,PE,"San Jose De Quero, Concepcion, Junin, Peru",16.858675,6170.275391,633.2147827,0.10262343,-75.57267761,-12.0762558,56.34510803,55.8861351,396.0570679
PEJUN120215,Peru,Junin,Concepcion,Santa Rosa De Ocopa,District,3,JUN,604,PE-JUN,PER,PE,"Santa Rosa De Ocopa, Concepcion, Junin, Peru",107.8146362,2156.292969,220.9696503,0.10247663,-75.30684662,-11.86993027,16.76190567,10.90350056,78.76190186
PEJUN120104,Peru,Junin,Huancayo,Carhuacallanga,District,3,JUN,604,PE-JUN,PER,PE,"Carhuacallanga, Huancayo, Junin, Peru",100.3563614,1806.414551,141.1489716,0.078137644,-75.20258331,-12.35542965,145.3529358,50.1991539,397.4705811
PEJUN120105,Peru,Junin,Huancayo,Chacapampa,District,3,JUN,604,PE-JUN,PER,PE,"Chacapampa, Huancayo, Junin, Peru",5.994376183,887.1676636,69.19820404,0.077999018,-75.25713348,-12.41042042,118.0872498,79.94098663,481.0805359
PEJUN120106,Peru,Junin,Huancayo,Chicche,District,3,JUN,604,PE-JUN,PER,PE,"Chicche, Huancayo, Junin, Peru",16.10869789,805.4349365,63.59647751,0.078959174,-75.29338837,-12.29075623,36.15217209,32.15814972,297.8912964
PEJUN120107,Peru,Junin,Huancayo,Chilca,District,3,JUN,604,PE-JUN,PER,PE,"Chilca, Huancayo, Junin, Peru",2818.174561,87363.41406,6835.344727,0.078240357,-75.18315125,-12.07905102,20.53125,9.431558609,42
PEJUN120108,Peru,Junin,Huancayo,Chongos Alto,District,3,JUN,604,PE-JUN,PER,PE,"Chongos Alto, Huancayo, Junin, Peru",1.608424067,1357.509888,107.0583496,0.07886377,-75.43725586,-12.48565769,121.8116074,104.5519638,686.3862305
PEJUN120111,Peru,Junin,Huancayo,Chupuro,District,3,JUN,604,PE-JUN,PER,PE,"Chupuro, Huancayo, Junin, Peru",35.10903931,1790.560913,148.5767365,0.082977764,-75.24113464,-12.20982838,22.39622688,23.83216667,168.3018799
PEJUN120112,Peru,Junin,Huancayo,Colca,District,3,JUN,604,PE-JUN,PER,PE,"Colca, Huancayo, Junin, Peru",15.47251415,1980.481812,154.8596497,0.078192919,-75.1912384,-12.31422424,53.48062134,45.77544022,324.6976624
PEJUN120113,Peru,Junin,Huancayo,Cullhuas,District,3,JUN,604,PE-JUN,PER,PE,"Cullhuas, Huancayo, Junin, Peru",16.01004028,2177.365479,170.0578613,0.078102581,-75.15470123,-12.25179291,29.7142849,26.90875053,240.0977478
PEJUN120114,Peru,Junin,Huancayo,El Tambo,District,3,JUN,604,PE-JUN,PER,PE,"El Tambo, Huancayo, Junin, Peru",966.2720947,188423.0625,14729.51758,0.078172587,-75.16108704,-11.9719553,40.96969604,40.7628479,129.2020264
PEJUN120116,Peru,Junin,Huancayo,Huacrapuquio,District,3,JUN,604,PE-JUN,PER,PE,"Huacrapuquio, Huancayo, Junin, Peru",39.85460281,1115.928833,87.23390198,0.078171566,-75.20935059,-12.18669987,8.357142448,12.53411865,120.7142868
PEJUN120117,Peru,Junin,Huancayo,Hualhuas,District,3,JUN,604,PE-JUN,PER,PE,"Hualhuas, Huancayo, Junin, Peru",312.7203674,5316.246582,415.5792847,0.078171559,-75.24412537,-11.96797562,12.42105293,14.05130005,69.15789795
PEJUN120119,Peru,Junin,Huancayo,Huancan,District,3,JUN,604,PE-JUN,PER,PE,"Huancan, Huancayo, Junin, Peru",2002.641479,36047.54688,2819.319336,0.078211129,-75.20410156,-12.11051655,1.4375,2.935670853,39.9375
PEJUN120101,Peru,Junin,Huancayo,Huancayo,District,3,JUN,604,PE-JUN,PER,PE,"Huancayo, Huancayo, Junin, Peru",469.3985901,127676.4219,9988.512695,0.078233026,-75.07128143,-11.99332333,31.71955681,37.4648819,225.6974182
PEJUN120120,Peru,Junin,Huancayo,Huasicancha,District,3,JUN,604,PE-JUN,PER,PE,"Huasicancha, Huancayo, Junin, Peru",12.38902378,792.897522,61.98203659,0.078171559,-75.28608704,-12.37122345,60.875,47.58566666,407.015625
PEJUN120121,Peru,Junin,Huancayo,Huayucachi,District,3,JUN,604,PE-JUN,PER,PE,"Huayucachi, Huancayo, Junin, Peru",509.9766541,8159.626465,641.0187378,0.078559816,-75.22206879,-12.1344099,3,4.260001659,47.9375
PEJUN120122,Peru,Junin,Huancayo,Ingenio,District,3,JUN,604,PE-JUN,PER,PE,"Ingenio, Huancayo, Junin, Peru",36.63853455,2381.504883,186.3788605,0.078260958,-75.2229538,-11.85373688,46.69696808,36.02937317,180.3181763
PEJUN120124,Peru,Junin,Huancayo,Pariahuanca,District,3,JUN,604,PE-JUN,PER,PE,"Pariahuanca, Huancayo, Junin, Peru",8.091956139,5664.369629,443.2155151,0.078246221,-74.87697601,-11.95217991,142.8559113,148.0654144,633.788208
PEJUN120125,Peru,Junin,Huancayo,Pilcomayo,District,3,JUN,604,PE-JUN,PER,PE,"Pilcomayo, Huancayo, Junin, Peru",1767.79895,17677.98828,1389.972412,0.078627296,-75.25422668,-12.04747486,0.545454562,2.547009945,29.09090996
PEJUN120126,Peru,Junin,Huancayo,Pucara,District,3,JUN,604,PE-JUN,PER,PE,"Pucara, Huancayo, Junin, Peru",37.0015831,4995.213867,390.1650696,0.078107782,-75.10051727,-12.18019962,31.35555649,42.2191925,226.7407379
PEJUN120127,Peru,Junin,Huancayo,Quichuay,District,3,JUN,604,PE-JUN,PER,PE,"Quichuay, Huancayo, Junin, Peru",52.28918076,2091.567139,168.1077576,0.08037407,-75.24866486,-11.84560394,53.42105103,42.49172211,158.2368469
PEJUN120128,Peru,Junin,Huancayo,Quilcas,District,3,JUN,604,PE-JUN,PER,PE,"Quilcas, Huancayo, Junin, Peru",24.11151505,4605.299316,360.2799072,0.078231595,-75.16615295,-11.88224506,117.1069489,100.8291321,257.5026855
PEJUN120129,Peru,Junin,Huancayo,San Agustin,District,3,JUN,604,PE-JUN,PER,PE,"San Agustin, Huancayo, Junin, Peru",380.4367371,12173.97559,951.6586304,0.078171559,-75.23448181,-11.9890089,8.677419662,7.173658848,41.80644989
PEJUN120130,Peru,Junin,Huancayo,San Jeronimo De Tunan,District,3,JUN,604,PE-JUN,PER,PE,"San Jeronimo De Tunan, Huancayo, Junin, Peru",418.4119873,10460.2998,820.2952271,0.078419857,-75.28637695,-11.9374094,8.541666985,6.704929829,51.125
PEJUN120132,Peru,Junin,Huancayo,Sano,District,3,JUN,604,PE-JUN,PER,PE,"Sano, Huancayo, Junin, Peru",269.7278137,4315.64502,337.3606873,0.078171559,-75.24688721,-11.95061779,11.66666698,14.65640163,87.19999695
PEJUN120135,Peru,Junin,Huancayo,Santo Domingo De Acobamba,District,3,JUN,604,PE-JUN,PER,PE,"Santo Domingo De Acobamba, Huancayo, Junin, Peru",7.576042175,7894.236328,612.9677124,0.0776475,-74.69361115,-11.85477066,450.4232178,349.6071472,1069.976929
PEJUN120133,Peru,Junin,Huancayo,Sapallanga,District,3,JUN,604,PE-JUN,PER,PE,"Sapallanga, Huancayo, Junin, Peru",91.92626953,13421.23535,1049.118774,0.078168571,-75.13973999,-12.11385918,34.73469543,35.90400696,138.7483063
PEJUN120134,Peru,Junin,Huancayo,Sicaya,District,3,JUN,604,PE-JUN,PER,PE,"Sicaya, Huancayo, Junin, Peru",350.1807861,17509.03906,1573.369629,0.089860424,-75.28751373,-12.01901054,4.90196085,7.814762592,66.72548676
PEJUN120136,Peru,Junin,Huancayo,Viques,District,3,JUN,604,PE-JUN,PER,PE,"Viques, Huancayo, Junin, Peru",269.6621399,2426.959473,189.7192078,0.078171559,-75.22767639,-12.160532,3.777777672,6.916906834,79.33333588
PEJUN120402,Peru,Junin,Jauja,Acolla,District,3,JUN,604,PE-JUN,PER,PE,"Acolla, Jauja, Junin, Peru",49.19713974,7084.387695,830.9620972,0.11729483,-75.56756592,-11.66266346,48.92361069,26.71597481,207.7638855
PEJUN120403,Peru,Junin,Jauja,Apata,District,3,JUN,604,PE-JUN,PER,PE,"Apata, Jauja, Junin, Peru",8.065955162,4000.713867,466.9095154,0.11670655,-75.27252197,-11.68066788,192.946106,167.0621338,448.8862305
PEJUN120404,Peru,Junin,Jauja,Ataura,District,3,JUN,604,PE-JUN,PER,PE,"Ataura, Jauja, Junin, Peru",154.4470825,1081.129639,126.8284225,0.11731102,-75.44713593,-11.79538631,19.4285717,7.529132843,71.85713959
PEJUN120405,Peru,Junin,Jauja,Canchayllo,District,3,JUN,604,PE-JUN,PER,PE,"Canchayllo, Jauja, Junin, Peru",1.520056486,1714.623779,200.4763336,0.11692147,-75.80000305,-11.91496658,112.918869,89.62107849,524.2680664
PEJUN120406,Peru,Junin,Jauja,Curicaca,District,3,JUN,604,PE-JUN,PER,PE,"Curicaca, Jauja, Junin, Peru",20.88669777,1691.822632,198.2359772,0.11717302,-75.66915894,-11.7684412,68.43209839,56.05403519,294.3456726
PEJUN120407,Peru,Junin,Jauja,El Mantaro,District,3,JUN,604,PE-JUN,PER,PE,"El Mantaro, Jauja, Junin, Peru",102.6150894,2154.916992,252.795517,0.11731102,-75.39157104,-11.81783104,24.38095284,16.66580582,163
PEJUN120408,Peru,Junin,Jauja,Huamali,District,3,JUN,604,PE-JUN,PER,PE,"Huamali, Jauja, Junin, Peru",76.51478577,1683.325317,197.4726257,0.11731103,-75.40409088,-11.78962898,37.42856979,25.37396812,143.4285736
PEJUN120409,Peru,Junin,Jauja,Huaripampa,District,3,JUN,604,PE-JUN,PER,PE,"Huaripampa, Jauja, Junin, Peru",55.73821259,947.5495605,111.1580124,0.11731103,-75.48060608,-11.82127953,21.29411697,7.757916451,69.52941132
PEJUN120410,Peru,Junin,Jauja,Huertas,District,3,JUN,604,PE-JUN,PER,PE,"Huertas, Jauja, Junin, Peru",108.5504837,1628.25708,191.0125122,0.11731103,-75.46674347,-11.76438427,25.13333321,5.57203722,49.46666718
PEJUN120401,Peru,Junin,Jauja,Jauja,District,3,JUN,604,PE-JUN,PER,PE,"Jauja, Jauja, Junin, Peru",1393.661743,16723.94141,1961.902588,0.11731102,-75.49113464,-11.774086,21.58333397,1.870124578,22.25
PEJUN120412,Peru,Junin,Jauja,Julcan,District,3,JUN,604,PE-JUN,PER,PE,"Julcan, Jauja, Junin, Peru",29.33519363,704.0446777,82.59220123,0.11731102,-75.42888641,-11.75425529,48.13043594,26.6566143,115.0434799
PEJUN120414,Peru,Junin,Jauja,Llocllapampa,District,3,JUN,604,PE-JUN,PER,PE,"Llocllapampa, Jauja, Junin, Peru",7.062565804,932.258728,109.3642273,0.11731102,-75.62504578,-11.83484173,75.17053986,55.82775879,238.2403107
PEJUN120415,Peru,Junin,Jauja,Marco,District,3,JUN,604,PE-JUN,PER,PE,"Marco, Jauja, Junin, Peru",44.29169846,1550.209351,181.8566589,0.11731103,-75.56774902,-11.76045036,31.47058868,12.57798195,106.7352905
PEJUN120416,Peru,Junin,Jauja,Masma,District,3,JUN,604,PE-JUN,PER,PE,"Masma, Jauja, Junin, Peru",113.1818237,2037.272827,238.9945679,0.11731103,-75.42201996,-11.78082561,32.36841965,20.02758598,113.3684235
PEJUN120417,Peru,Junin,Jauja,Masma Chicche,District,3,JUN,604,PE-JUN,PER,PE,"Masma Chicche, Jauja, Junin, Peru",18.01516914,756.637146,88.76187897,0.11731102,-75.36466217,-11.77496433,59.59999847,37.53016663,194.7749939
PEJUN120418,Peru,Junin,Jauja,Molinos,District,3,JUN,604,PE-JUN,PER,PE,"Molinos, Jauja, Junin, Peru",3.839934111,1436.135376,168.4745026,0.11731102,-75.33927155,-11.59421635,185.1515961,113.2631531,435.122345
PEJUN120419,Peru,Junin,Jauja,Monobamba,District,3,JUN,604,PE-JUN,PER,PE,"Monobamba, Jauja, Junin, Peru",0.93839103,1048.182739,121.0479889,0.11548367,-75.23107147,-11.40856838,489.0349731,347.9752502,774.1201782
PEJUN120420,Peru,Junin,Jauja,Muqui,District,3,JUN,604,PE-JUN,PER,PE,"Muqui, Jauja, Junin, Peru",76.63141632,1149.471191,134.8456573,0.11731104,-75.43765259,-11.83841896,21.33333397,17.26335144,128.4666595
PEJUN120421,Peru,Junin,Jauja,Muquiyauyo,District,3,JUN,604,PE-JUN,PER,PE,"Muquiyauyo, Jauja, Junin, Peru",90.59217072,2355.396484,276.3139648,0.11731102,-75.45932007,-11.83496284,27.12000084,16.30847359,107.6399994
PEJUN120422,Peru,Junin,Jauja,Paca,District,3,JUN,604,PE-JUN,PER,PE,"Paca, Jauja, Junin, Peru",23.04784393,921.9136963,108.1506424,0.11731102,-75.52845001,-11.68316936,51.6279068,23.92931366,152.5813904
PEJUN120423,Peru,Junin,Jauja,Paccha,District,3,JUN,604,PE-JUN,PER,PE,"Paccha, Jauja, Junin, Peru",15.01366901,1531.394165,179.6494141,0.11731102,-75.53342438,-11.88004971,68.60194397,47.88935089,180.2038879
PEJUN120424,Peru,Junin,Jauja,Pancan,District,3,JUN,604,PE-JUN,PER,PE,"Pancan, Jauja, Junin, Peru",109.410202,1312.922485,154.0202789,0.11731102,-75.49903107,-11.74751282,30,7.743466377,48
PEJUN120425,Peru,Junin,Jauja,Parco,District,3,JUN,604,PE-JUN,PER,PE,"Parco, Jauja, Junin, Peru",27.19539261,1142.206421,133.9934082,0.11731103,-75.54060364,-11.82061672,34.65116119,20.63481903,97.6046524
PEJUN120426,Peru,Junin,Jauja,Pomacancha,District,3,JUN,604,PE-JUN,PER,PE,"Pomacancha, Jauja, Junin, Peru",5.857571602,1979.859131,231.3197021,0.11683644,-75.68917847,-11.6328907,125.4255981,60.89331436,304.9404907
PEJUN120427,Peru,Junin,Jauja,Ricran,District,3,JUN,604,PE-JUN,PER,PE,"Ricran, Jauja, Junin, Peru",4.009546757,1527.637207,178.0934906,0.11658101,-75.45751953,-11.56003189,222.0552673,81.26065063,366.7157898
PEJUN120428,Peru,Junin,Jauja,San Lorenzo,District,3,JUN,604,PE-JUN,PER,PE,"San Lorenzo, Jauja, Junin, Peru",102.4652634,3176.42334,371.6571045,0.1170049,-75.37852478,-11.83867073,29.79999924,16.32398987,165.6666718
PEJUN120429,Peru,Junin,Jauja,San Pedro De Chunan,District,3,JUN,604,PE-JUN,PER,PE,"San Pedro De Chunan, Jauja, Junin, Peru",75.6743927,832.4182739,97.65184021,0.11731102,-75.48931122,-11.71892548,43,15.05300045,88.5
PEJUN120430,Peru,Junin,Jauja,Sausa,District,3,JUN,604,PE-JUN,PER,PE,"Sausa, Jauja, Junin, Peru",615.3710327,3692.226074,433.1388245,0.11731102,-75.48329163,-11.79265308,19.83333397,2.728662252,31
PEJUN120431,Peru,Junin,Jauja,Sincos,District,3,JUN,604,PE-JUN,PER,PE,"Sincos, Jauja, Junin, Peru",19.59347534,5407.799316,630.3265991,0.1165588,-75.51311493,-11.94206524,68.93141174,51.18648911,247.476532
PEJUN120432,Peru,Junin,Jauja,Tunan Marca,District,3,JUN,604,PE-JUN,PER,PE,"Tunan Marca, Jauja, Junin, Peru",27.6610775,1051.120972,123.3080673,0.11731102,-75.59473419,-11.70682144,49.10526276,19.47340965,175.4736786
PEJUN120433,Peru,Junin,Jauja,Yauli,District,3,JUN,604,PE-JUN,PER,PE,"Yauli, Jauja, Junin, Peru",11.6073122,1300.018921,152.5065613,0.11731103,-75.47134399,-11.67884922,93.69298553,43.9799118,177.3157959
PEJUN120434,Peru,Junin,Jauja,Yauyos,District,3,JUN,604,PE-JUN,PER,PE,"Yauyos, Jauja, Junin, Peru",307.3697815,6762.135254,793.2730713,0.11731103,-75.5142746,-11.79583836,21.95454597,5.007352829,39.5
