id,admin0,admin1,admin2,admin3,level,admin,iso2,iso1_3n,iso2_uid,iso1_3c,iso1_2c,nameid,mean,sum,sum_o65,perc_o65,centroid_longitude,centroid_latitude,mean_city,mean_motor,mean_walk
COCUN25402,Colombia,Cundinamarca,La Vega,,Municipality,2,CUN,170,CO-CUN,COL,CO,"La Vega, Cundinamarca, Colombia",93.93306732,17095.81836,1671.329346,0.097762465,-74.3393631,4.978620052,36.7759552,33.11953354,185.9836121
COCUN25407,Colombia,Cundinamarca,Lenguazaque,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Lenguazaque, Cundinamarca, Colombia",66.6661911,11999.91406,1173.21228,0.097768389,-73.68153381,5.303637028,51.53845978,26.57708931,167.2582397
COCUN25426,Colombia,Cundinamarca,Macheta,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Macheta, Cundinamarca, Colombia",26.86639214,7173.32666,701.2821045,0.097762465,-73.61738586,5.040349007,77.05596924,43.90748978,168.9776154
COCUN25430,Colombia,Cundinamarca,Madrid,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Madrid, Cundinamarca, Colombia",783.5288086,109694.0313,10723.95898,0.097762465,-74.25976563,4.772677422,6.390070915,9.51721859,61.75886536
COCUN25436,Colombia,Cundinamarca,Manta,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Manta, Cundinamarca, Colombia",22.08291054,2870.77832,281.8531494,0.098180048,-73.56314087,4.976881027,105.0157471,31.81653404,94.18109894
COCUN25438,Colombia,Cundinamarca,Medina,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Medina, Cundinamarca, Colombia",6.151244164,8630.196289,840.9832153,0.097446591,-73.40598297,4.484437943,278.1347046,184.6035156,336.1233215
COCUN25473,Colombia,Cundinamarca,Mosquera,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Mosquera, Cundinamarca, Colombia",2111.374756,266033.2188,25515.25977,0.09591005,-74.23573303,4.672714233,4.895999908,8.052733421,50.35200119
COCUN25483,Colombia,Cundinamarca,Narino,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Narino, Cundinamarca, Colombia",39.26428604,2630.707031,258.2703857,0.098175272,-74.80565643,4.407951832,28.49275398,27.22651672,156.5652161
COCUN25486,Colombia,Cundinamarca,Nemocon,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Nemocon, Cundinamarca, Colombia",147.6876526,17279.45508,1689.282104,0.097762465,-73.88380432,5.093705177,23.37606812,25.29889488,147.0769196
COCUN25488,Colombia,Cundinamarca,Nilo,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Nilo, Cundinamarca, Colombia",208.2144165,54968.60938,5408.689941,0.098395973,-74.61469269,4.294780731,32.72452927,34.96212006,175.5132141
COCUN25489,Colombia,Cundinamarca,Nimaima,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Nimaima, Cundinamarca, Colombia",135.5833282,9355.25,914.5922241,0.097762458,-74.39637756,5.133748531,101.4029846,63.50363922,187.6119385
COCUN25491,Colombia,Cundinamarca,Nocaima,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Nocaima, Cundinamarca, Colombia",73.22894287,6078.002441,594.2005005,0.097762465,-74.38975525,5.066110611,58.46835327,39.78915405,167.9367065
COCUN25506,Colombia,Cundinamarca,Venecia,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Venecia, Cundinamarca, Colombia",22.47451973,3213.856201,314.515625,0.097862385,-74.45259857,4.063342094,109.8591537,71.74224854,240.3661957
COCUN25513,Colombia,Cundinamarca,Pacho,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Pacho, Cundinamarca, Colombia",59.87701416,28202.07422,2757.104248,0.097762465,-74.16336823,5.168367863,79.37631989,37.66382599,136.1902771
COCUN25518,Colombia,Cundinamarca,Paime,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Paime, Cundinamarca, Colombia",23.44575882,4829.826172,473.7915344,0.098097019,-74.16395569,5.387647152,183.6569977,112.4252396,305.2560425
COCUN25524,Colombia,Cundinamarca,Pandi,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Pandi, Cundinamarca, Colombia",77.8117218,6613.996582,647.9978638,0.097973719,-74.47112274,4.180497169,48.39772797,28.90051079,108.1931839
COCUN25530,Colombia,Cundinamarca,Paratebueno,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Paratebueno, Cundinamarca, Colombia",8.542168617,8892.397461,867.6831665,0.097575843,-73.18698883,4.452343464,133.9865112,81.01017761,349.7148438
COCUN25535,Colombia,Cundinamarca,Pasca,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Pasca, Cundinamarca, Colombia",49.79331207,15535.5127,1514.650513,0.09749601,-74.27397156,4.293733597,54.85266495,42.47720337,169.1912231
COCUN25572,Colombia,Cundinamarca,Puerto Salgar,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Puerto Salgar, Cundinamarca, Colombia",44.29164886,26929.32227,2666.320801,0.099011801,-74.58019257,5.619752884,38.75697708,46.24752808,271.2331543
COCUN25580,Colombia,Cundinamarca,Puli,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Puli, Cundinamarca, Colombia",11.3216753,2626.628662,256.7857056,0.097762473,-74.68074036,4.691336155,97.10256195,38.88764572,185.2179413
COCUN25592,Colombia,Cundinamarca,Quebradanegra,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Quebradanegra, Cundinamarca, Colombia",45.99068069,4323.124023,422.6392517,0.097762465,-74.49451447,5.099980831,54.40625,24.80764771,118.3541641
COCUN25594,Colombia,Cundinamarca,Quetame,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Quetame, Cundinamarca, Colombia",54.57143402,8622.287109,842.7189941,0.09773729,-73.85264587,4.334589005,99.93251801,73.55774689,226.0552216
COCUN25596,Colombia,Cundinamarca,Quipile,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Quipile, Cundinamarca, Colombia",42.35760498,6395.998535,625.2885742,0.097762465,-74.5541153,4.715072632,75.30000305,28.07296371,137.2466736
COCUN25599,Colombia,Cundinamarca,Apulo,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Apulo, Cundinamarca, Colombia",65.59739685,9577.220703,936.2926636,0.097762458,-74.57842255,4.520362377,51.9375,10.33424377,58.54861069
COCUN25612,Colombia,Cundinamarca,Ricaurte,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Ricaurte, Cundinamarca, Colombia",92.84386444,13926.58008,1368.00415,0.098229729,-74.72943115,4.30736351,18.875,18.13991547,107.2302628
COCUN25645,Colombia,Cundinamarca,San Antonio Del Tequendama,,Municipality,2,CUN,170,CO-CUN,COL,CO,"San Antonio Del Tequendama, Cundinamarca, Colombia",143.2028351,15036.29688,1469.985474,0.097762465,-74.34490204,4.599741459,33.42856979,17.87784958,52.59047699
COCUN25649,Colombia,Cundinamarca,San Bernardo,,Municipality,2,CUN,170,CO-CUN,COL,CO,"San Bernardo, Cundinamarca, Colombia",19.97429848,5812.520508,559.4275513,0.096245259,-74.35397339,4.140958309,86.54166412,64.93611908,256.9861145
COCUN25653,Colombia,Cundinamarca,San Cayetano,,Municipality,2,CUN,170,CO-CUN,COL,CO,"San Cayetano, Cundinamarca, Colombia",17.70012856,5982.643066,588.112793,0.098303169,-74.07231903,5.314600468,102.4822464,60.17276382,276.7633057
COCUN25658,Colombia,Cundinamarca,San Francisco,,Municipality,2,CUN,170,CO-CUN,COL,CO,"San Francisco, Cundinamarca, Colombia",84.76805878,11613.22363,1135.337402,0.097762465,-74.27217102,4.964100838,58.268116,52.0414772,232.2318878
COCUN25662,Colombia,Cundinamarca,San Juan De Rioseco,,Municipality,2,CUN,170,CO-CUN,COL,CO,"San Juan De Rioseco, Cundinamarca, Colombia",25.1837368,9267.615234,907.2146606,0.097890839,-74.65849304,4.841098309,86.39891815,43.64217377,210.9460907
COCUN25718,Colombia,Cundinamarca,Sasaima,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Sasaima, Cundinamarca, Colombia",83.22289276,10902.19922,1065.825806,0.097762458,-74.41230774,4.946805477,33.5230751,21.52217674,112.1769257
COCUN25736,Colombia,Cundinamarca,Sesquile,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Sesquile, Cundinamarca, Colombia",661.0058594,106421.9375,10404.07129,0.097762465,-73.78095245,5.008771896,31.67484665,20.31415176,126.8895721
COCUN25740,Colombia,Cundinamarca,Sibate,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Sibate, Cundinamarca, Colombia",387.4138794,55012.76953,5378.184082,0.097762465,-74.26329041,4.465970039,20.86713219,12.57632065,61.31468582
COCUN25743,Colombia,Cundinamarca,Silvania,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Silvania, Cundinamarca, Colombia",131.1508942,24787.51953,2423.289063,0.097762465,-74.37050629,4.436967373,27.69473648,25.07079697,86.94210815
COCUN25745,Colombia,Cundinamarca,Simijaca,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Simijaca, Cundinamarca, Colombia",140.8410492,16196.7207,1588.111328,0.098051414,-73.84519196,5.509773254,27.2946434,29.50247765,187.4553528
COCUN25754,Colombia,Cundinamarca,Soacha,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Soacha, Cundinamarca, Colombia",3776.372314,827025.5,80370.23438,0.097179875,-74.22992706,4.537599564,11.31221676,11.72978497,54.26244354
COCUN25758,Colombia,Cundinamarca,Sopo,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Sopo, Cundinamarca, Colombia",367.7843933,47076.40234,4602.305176,0.097762465,-73.96587372,4.888060093,11.88095284,13.01065445,84.65872955
COCUN25769,Colombia,Cundinamarca,Subachoque,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Subachoque, Cundinamarca, Colombia",95.63184357,23812.33008,2327.951904,0.097762458,-74.1568985,4.970357895,38.39024353,22.55235863,117.5772324
COCUN25772,Colombia,Cundinamarca,Suesca,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Suesca, Cundinamarca, Colombia",119.3090744,24458.36133,2391.109619,0.097762465,-73.78266907,5.136080265,37.01960754,28.15566444,192.8088226
COCUN25777,Colombia,Cundinamarca,Supata,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Supata, Cundinamarca, Colombia",27.71622467,4268.298828,417.2793884,0.097762458,-74.23138428,5.061692715,106.8758163,60.43314743,203.3986969
COCUN25779,Colombia,Cundinamarca,Susa,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Susa, Cundinamarca, Colombia",168.4130554,20377.97852,1993.12207,0.097807646,-73.82392883,5.440092564,28.57500076,29.6213665,182.9833374
COCUN25781,Colombia,Cundinamarca,Sutatausa,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Sutatausa, Cundinamarca, Colombia",77.69255829,5671.556641,554.465332,0.097762458,-73.85540009,5.242909431,22.95833397,13.01336956,116.1527786
COCUN25785,Colombia,Cundinamarca,Tabio,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tabio, Cundinamarca, Colombia",590.8383179,51993.76953,5083.039063,0.097762465,-74.08449554,4.951519966,14.5,9.361498833,52.28888702
COCUN25793,Colombia,Cundinamarca,Tausa,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tausa, Cundinamarca, Colombia",45.29092789,10824.53223,1058.23291,0.097762458,-73.95631409,5.19399786,43.27083206,36.31604767,220.7124939
COCUN25797,Colombia,Cundinamarca,Tena,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tena, Cundinamarca, Colombia",180.6988678,10119.13574,989.2716675,0.097762465,-74.39182281,4.651598454,29.87931061,12.92317486,69.48275757
COCUN25799,Colombia,Cundinamarca,Tenjo,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tenjo, Cundinamarca, Colombia",179.6950226,23719.74414,2318.900635,0.097762465,-74.14680481,4.83854866,11.47014904,9.609939575,61.34328461
COCUN25805,Colombia,Cundinamarca,Tibacuy,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tibacuy, Cundinamarca, Colombia",46.95807266,4695.807129,459.9736328,0.097954117,-74.48667145,4.321357727,20.51515198,23.96486855,127.3939362
COCUN25807,Colombia,Cundinamarca,Tibirita,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tibirita, Cundinamarca, Colombia",35.35163498,2191.801514,214.9828491,0.098085001,-73.5136261,5.084102631,63.6875,20.23951721,113.234375
COCUN25815,Colombia,Cundinamarca,Tocaima,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tocaima, Cundinamarca, Colombia",76.76602936,21955.08594,2146.383301,0.097762465,-74.64864349,4.452073097,43.03819275,18.12000275,86.2673645
COCUN25817,Colombia,Cundinamarca,Tocancipa,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Tocancipa, Cundinamarca, Colombia",783.0684204,68910.02344,6736.813477,0.097762458,-73.92887115,4.968852997,10.17441845,10.66465855,85.67441559
COCUN25823,Colombia,Cundinamarca,Topaipi,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Topaipi, Cundinamarca, Colombia",20.21971321,3376.692139,330.113739,0.097762465,-74.28964233,5.355688572,179.5714264,94.94777679,369.8571472
COCUN25839,Colombia,Cundinamarca,Ubala,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Ubala, Cundinamarca, Colombia",19.34140587,11875.62305,1162.059448,0.097852506,-73.40827942,4.759022713,222.2447052,135.9202423,359.8988647
COCUN25841,Colombia,Cundinamarca,Ubaque,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Ubaque, Cundinamarca, Colombia",60.3526268,7604.431152,720.5445557,0.09475325,-73.97564697,4.500754356,27.66935539,17.23228264,74.29838562
COCUN25843,Colombia,Cundinamarca,Villa De San Diego De Ubate,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Villa De San Diego De Ubate, Cundinamarca, Colombia",376.4436646,44796.79688,4379.445313,0.097762465,-73.82010651,5.31608057,30.22314072,9.271933556,51.98347092
COCUN25845,Colombia,Cundinamarca,Une,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Une, Cundinamarca, Colombia",44.59193039,10925.02246,1066.744629,0.097642325,-74.06808472,4.301733494,69.61382294,54.55911636,252.0691071
COCUN25851,Colombia,Cundinamarca,Utica,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Utica, Cundinamarca, Colombia",53.59018707,5787.740234,565.8237305,0.097762458,-74.47779846,5.192795753,71.24073792,19.00584221,61.36111069
COCUN25862,Colombia,Cundinamarca,Vergara,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Vergara, Cundinamarca, Colombia",28.84045792,4931.718262,482.1369324,0.097762465,-74.30979156,5.131267548,161.6799927,88.34034729,273.0742798
COCUN25867,Colombia,Cundinamarca,Viani,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Viani, Cundinamarca, Colombia",52.6121788,4103.75,401.1927185,0.097762465,-74.55345917,4.889163017,61.35065079,45.78134155,185.1818237
COCUN25871,Colombia,Cundinamarca,Villagomez,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Villagomez, Cundinamarca, Colombia",25.5705452,1789.93811,174.9887695,0.097762473,-74.19074249,5.270694733,114.0563354,67.16191101,242.1408386
COCUN25873,Colombia,Cundinamarca,Villapinzon,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Villapinzon, Cundinamarca, Colombia",84.11875153,22291.46875,2181.008789,0.097840518,-73.57726288,5.227298737,46.97735977,29.68671036,195.9358521
COCUN25875,Colombia,Cundinamarca,Villeta,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Villeta, Cundinamarca, Colombia",154.4244843,25943.31445,2536.282227,0.097762458,-74.48764801,5.011670589,44.75151443,15.67582607,63.43030167
COCUN25878,Colombia,Cundinamarca,Viota,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Viota, Cundinamarca, Colombia",49.66979218,11771.74121,1150.834351,0.097762458,-74.48543549,4.43605423,63.9957428,35.47200012,101.7234039
COCUN25885,Colombia,Cundinamarca,Yacopi,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Yacopi, Cundinamarca, Colombia",14.41417599,16215.94727,1588.883545,0.097982779,-74.36480713,5.591910362,201.2526703,149.4252014,475.4003601
COCUN25898,Colombia,Cundinamarca,Zipacon,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Zipacon, Cundinamarca, Colombia",111.581665,7141.226563,698.1438599,0.097762458,-74.38673401,4.754321575,15.46153831,15.26326656,75.09230804
COCUN25899,Colombia,Cundinamarca,Zipaquira,,Municipality,2,CUN,170,CO-CUN,COL,CO,"Zipaquira, Cundinamarca, Colombia",678.1417847,155972.6094,15248.2666,0.097762465,-74.02307892,5.046192169,15.60085869,16.9028759,84.38197327
COCHO27001,Colombia,Choco,Quibdo,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Quibdo, Choco, Colombia",43.86124802,180664.4688,13617.84863,0.075376466,-76.66368103,5.938952923,632.5585938,551.1713867,878.4030762
COCHO27006,Colombia,Choco,Acandi,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Acandi, Choco, Colombia",11.37637711,10693.79492,804.5316772,0.075233504,-77.28968048,8.434195518,453.8839111,274.0211182,2188.551758
COCHO27025,Colombia,Choco,Alto Baudo,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Alto Baudo, Choco, Colombia",22.45724487,53942.30078,4064.671143,0.075352199,-77.08421326,5.636741161,619.8842163,487.7276917,1270.700928
COCHO27050,Colombia,Choco,Atrato,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Atrato, Choco, Colombia",24.6878376,12269.85547,924.5606079,0.075352199,-76.60611725,5.560640335,142.1967163,134.8050537,325.3770447
COCHO27073,Colombia,Choco,Bagado,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Bagado, Choco, Colombia",12.66264439,12004.1875,937.9396973,0.078134373,-76.19796753,5.503119946,757.338623,438.9635315,796.7763672
COCHO27075,Colombia,Choco,Bahia Solano,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Bahia Solano, Choco, Colombia",10.59432411,11081.66309,835.02771,0.075352199,-77.35382843,6.290151119,1212.862915,277.0090942,783.1934204
COCHO27077,Colombia,Choco,Bajo Baudo,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Bajo Baudo, Choco, Colombia",5.949304104,24094.68164,1815.58728,0.075352199,-77.21767426,5.011841297,918.0743408,626.6645508,2073.994873
COCHO27099,Colombia,Choco,Bojaya,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Bojaya, Choco, Colombia",2.658076763,11328.72266,854.4555054,0.075423814,-77.09932709,6.474667072,1411.139526,719.5369263,1079.493042
COCHO27135,Colombia,Choco,El Canton Del San Pablo,,Municipality,2,CHO,170,CO-CHO,COL,CO,"El Canton Del San Pablo, Choco, Colombia",19.77988434,8841.608398,666.2346191,0.075352199,-76.77255249,5.359662056,190.0760651,134.3000793,409.5570374
COCHO27150,Colombia,Choco,Carmen Del Darien,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Carmen Del Darien, Choco, Colombia",2.549444914,9511.978516,717.2839355,0.075408489,-76.97422791,7.033646584,797.305542,586.1118164,1524.565918
COCHO27160,Colombia,Choco,Certegui,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Certegui, Choco, Colombia",29.04611015,14464.96289,1089.966797,0.075352199,-76.52264404,5.389828205,247.0480957,187.5640717,414.7835693
COCHO27205,Colombia,Choco,Condoto,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Condoto, Choco, Colombia",33.22823334,18308.75586,1379.605103,0.075352207,-76.52750397,5.073716164,571.7800293,484.8207397,627.1254272
COCHO27245,Colombia,Choco,El Carmen De Atrato,,Municipality,2,CHO,170,CO-CHO,COL,CO,"El Carmen De Atrato, Choco, Colombia",26.19185257,25510.86328,1925.705078,0.075485691,-76.19189453,5.810938358,284.3538513,229.5407715,528.4502563
COCHO27250,Colombia,Choco,El Litoral Del San Juan,,Municipality,2,CHO,170,CO-CHO,COL,CO,"El Litoral Del San Juan, Choco, Colombia",4.569818497,22122.49219,1682.714233,0.076063499,-76.96260071,4.247161388,985.6397095,802.6797485,1424.498047
COCHO27361,Colombia,Choco,Istmina,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Istmina, Choco, Colombia",15.07492733,33270.36719,2506.995117,0.075352192,-76.86915588,4.739840031,731.5968018,627.0939941,1601.691162
COCHO27372,Colombia,Choco,Jurado,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Jurado, Choco, Colombia",1.886977673,2781.405029,209.4894257,0.075317845,-77.67973328,7.103338718,1061.131226,569.3494873,3810.396484
COCHO27413,Colombia,Choco,Lloro,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Lloro, Choco, Colombia",14.78586578,14519.71973,1094.092896,0.075352207,-76.38544464,5.585101128,382.9707031,360.6295166,815.3141479
COCHO27425,Colombia,Choco,Medio Atrato,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Medio Atrato, Choco, Colombia",15.97132111,34018.91406,2568.115967,0.075490825,-76.67346954,6.033880234,721.1380005,562.1397095,780.6665039
COCHO27430,Colombia,Choco,Medio Baudo,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Medio Baudo, Choco, Colombia",10.47727776,16931.28125,1275.809204,0.075352192,-76.99593353,5.110392094,477.4838867,339.1821899,933.7478027
COCHO27450,Colombia,Choco,Medio San Juan,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Medio San Juan, Choco, Colombia",22.93929672,17571.50195,1324.05127,0.075352199,-76.80408478,4.81524992,513.6757202,418.6238098,1211.375977
COCHO27491,Colombia,Choco,Novita,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Novita, Choco, Colombia",6.986098289,7740.597168,583.2709961,0.075352199,-76.61824036,4.853386402,733.0289917,595.7504272,894.1340332
COCHO27495,Colombia,Choco,Nuqui,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Nuqui, Choco, Colombia",14.26877499,11828.81445,891.3271484,0.075352199,-77.29297638,5.690064907,987.9874268,415.5500183,1912.139404
COCHO27580,Colombia,Choco,Rio Iro,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Rio Iro, Choco, Colombia",32.27303696,12231.48047,921.6689453,0.075352199,-76.48445892,5.172672749,471.2303772,397.5855713,510.7748718
COCHO27600,Colombia,Choco,Rio Quito,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Rio Quito, Choco, Colombia",16.31533241,13378.57227,1008.104858,0.075352199,-76.81156921,5.567533493,287.4343567,232.432724,611.0159302
COCHO27615,Colombia,Choco,Riosucio,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Riosucio, Choco, Colombia",4.399497509,39353.50391,3025.23291,0.07687328,-77.24067688,7.38988781,599.043457,536.3806763,1874.542358
COCHO27660,Colombia,Choco,San Jose Del Palmar,,Municipality,2,CHO,170,CO-CHO,COL,CO,"San Jose Del Palmar, Choco, Colombia",2.301116228,4275.474121,328.5306091,0.076840743,-76.28002167,4.958741188,888.5510864,781.7440796,1136.159668
COCHO27745,Colombia,Choco,Sipi,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Sipi, Choco, Colombia",3.867777348,7155.388184,540.1282349,0.075485528,-76.54194641,4.594415188,1055.583252,912.0914917,1338.472778
COCHO27787,Colombia,Choco,Tado,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Tado, Choco, Colombia",27.76096535,23235.92773,1876.087158,0.080740787,-76.33109283,5.26610136,315.7619019,248.029007,535.3059692
COCHO27800,Colombia,Choco,Unguia,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Unguia, Choco, Colombia",13.7500248,19126.28516,1443.647095,0.075479746,-77.10372925,8.11728096,290.394165,263.6732483,1495.58374
COCHO27810,Colombia,Choco,Union Panamericana,,Municipality,2,CHO,170,CO-CHO,COL,CO,"Union Panamericana, Choco, Colombia",51.93201447,10646.06348,802.2042847,0.075352199,-76.645401,5.28527832,96.06730652,47.70878983,184.4182739
COHUI41001,Colombia,Huila,Neiva,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Neiva, Huila, Colombia",281.0734863,420485.9375,35701.25391,0.084904753,-75.27236176,2.993360043,106.4922943,92.91493988,292.2679138
COHUI41006,Colombia,Huila,Acevedo,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Acevedo, Huila, Colombia",68.3937912,43019.69531,3648.115723,0.084801055,-75.99664307,1.709114432,188.0734863,109.1420441,210.0734863
COHUI41013,Colombia,Huila,Agrado,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Agrado, Huila, Colombia",33.37155533,10612.1543,901.2919312,0.084930159,-75.71632385,2.269750357,50.58176041,30.94677734,114.5440216
COHUI41016,Colombia,Huila,Aipe,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Aipe, Huila, Colombia",45.12029648,41871.63672,3560.843262,0.085041896,-75.35262299,3.262375116,77.31607056,57.67852402,271.6849976
COHUI41020,Colombia,Huila,Algeciras,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Algeciras, Huila, Colombia",41.39178848,28643.11914,2424.298096,0.084638059,-75.29135132,2.497850657,295.6151733,202.4636383,346.6180725
COHUI41026,Colombia,Huila,Altamira,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Altamira, Huila, Colombia",29.99663162,6299.29248,534.999939,0.084930167,-75.76858521,2.079228163,28.98584938,22.44198227,118.53302
COHUI41078,Colombia,Huila,Baraya,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Baraya, Huila, Colombia",11.81340599,10856.51953,919.8918457,0.084731743,-74.95797729,3.13542366,227.1908417,95.15726471,261.378418
COHUI41132,Colombia,Huila,Campoalegre,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Campoalegre, Huila, Colombia",77.43174744,41503.41406,3524.891602,0.084930159,-75.32943726,2.658666611,83.49536133,57.427845,146.107605
COHUI41206,Colombia,Huila,Colombia,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Colombia, Huila, Colombia",7.344798088,13587.87695,1153.285278,0.084876046,-74.67829132,3.451987982,391.7210693,295.0154724,844.8508301
COHUI41244,Colombia,Huila,Elias,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Elias, Huila, Colombia",49.1292305,4421.630859,375.5297852,0.084930152,-75.9509201,2.006248236,60.88298035,56.67449951,272.8297729
COHUI41298,Colombia,Huila,Garzon,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Garzon, Huila, Colombia",172.2683716,123688.6875,10502.00391,0.084906742,-75.57131195,2.172441483,139.3441467,128.3986206,234.6220093
COHUI41306,Colombia,Huila,Gigante,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Gigante, Huila, Colombia",76.59358978,44807.25,3805.486816,0.084930159,-75.51699829,2.371781588,128.9506836,100.7755585,346.7312927
COHUI41319,Colombia,Huila,Guadalupe,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Guadalupe, Huila, Colombia",95.95188904,28017.95117,2374.3125,0.084742546,-75.69693756,1.984394073,102.6541061,78.33312988,178.5753479
COHUI41349,Colombia,Huila,Hobo,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Hobo, Huila, Colombia",36.85439682,8402.802734,713.6513672,0.084930159,-75.44780731,2.54165411,77.23683929,65.22899628,304.5921021
COHUI41357,Colombia,Huila,Iquira,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Iquira, Huila, Colombia",38.48363495,16086.15918,1366.675293,0.084959701,-75.67382813,2.69151783,221.4558411,182.8890839,435.0835266
COHUI41359,Colombia,Huila,Isnos,,Municipality,2,HUI,170,CO-HUI,COL,CO,"Isnos, Huila, Colombia",74.62865448,32463.46484,2757.570801,0.084943824,-76.25636292,2.006784439,67.78688812,53.80719757,209.6346588
