id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,a_mean,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
COAMA91263,Colombia,Amazonas,El Encanto (Cd),,03/08/2021,0.0,,,3073.61996716,0.6881428360939026,8795.841796875,411.4751586914063,0.046780646,-72.723618,-1.9972348,3073.5347,2664.522,5203.3813,81.02,71.51,71.01,75.0
COAMA91405,Colombia,Amazonas,La Chorrera (Cd),,03/08/2021,0.0,,,4630.8715658,0.4636721312999725,6900.83251953125,324.1486206054688,0.046972394,-72.760483,-1.2404948,4630.7852,3261.4827,3828.7329,81.02,71.51,71.01,75.0
COAMA91407,Colombia,Amazonas,La Pedrera (Cd),,03/08/2021,0.0,,,4860.68666917,0.4648247063159943,7324.70751953125,344.1405639648438,0.046983520999999986,-70.03830699999999,-1.427143,4860.7539,3291.2581,5831.9541,81.02,71.51,71.01,75.0
COAMA91001,Colombia,Amazonas,Leticia,,03/08/2021,12.0,0.01346,0.13843,3612.06448042,10.82977771759033,78061.0390625,3687.69921875,0.047241226,-70.045135,-3.5300589,3612.0676,1898.7411,2544.3882,81.02,71.51,71.01,75.0
COAMA91669,Colombia,Amazonas,Puerto Santander (Cd),,03/08/2021,0.0,,,4559.26093532,0.286854088306427,4943.93017578125,231.4498291015625,0.046814948,-71.938934,-1.1010326,4559.4243,2399.2273,2905.7683,81.02,71.51,71.01,75.0
COAMA91798,Colombia,Amazonas,Tarapaca (Cd),,03/08/2021,0.0,,,4386.96631403,0.7288815379142761,7817.2548828125,366.0108947753906,0.046820898,-70.006516,-2.4517941000000003,4386.9663,2993.2598,4820.2871,81.02,71.51,71.01,75.0
COANT05002,Colombia,Antioquia,Abejorral,,03/08/2021,0.0,,,68.037037037,48.06232070922852,28549.01953125,2523.39453125,0.08838813,-75.438477,5.8037281,68.040474,29.917398,117.26307,81.02,71.51,71.01,75.0
COANT05004,Colombia,Antioquia,Abriaqui,,03/08/2021,0.0,,,388.28285714300006,11.540197372436518,4004.44873046875,353.6877136230469,0.08832369699999999,-76.085976,6.6275692,389.49289,193.63216,377.8718,81.02,71.51,71.01,75.0
COANT05021,Colombia,Antioquia,Alejandria,,03/08/2021,0.0,,,85.6578947368,34.277660369873054,5278.75927734375,466.2395629882813,0.088323705,-75.090599,6.3655343,85.695366,49.401535,200.37749,81.02,71.51,71.01,75.0
COANT05030,Colombia,Antioquia,Amaga,,03/08/2021,0.0,,,20.8421052632,383.9059143066406,36854.96875,3255.1669921875,0.08832369699999999,-75.708,6.0329218,20.842106,19.967968,113.67368,81.02,71.51,71.01,75.0
