id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,a_mean,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
COANT05001,Colombia,Antioquia,Medellin,,2020-03-13,0.0,-0.05553,0.19013,0.0,7023.2861,3111315.8,274802.91,0.08832369699999999,-75.61103100000003,6.2575903,8.6114941,9.5316362,44.409195,34.26,23.44,26.79,0.0
COANT05002,Colombia,Antioquia,Abejorral,,2020-03-13,0.0,,,0.0,48.062321,28549.02,2523.3945,0.08838813,-75.438477,5.8037281,68.040474,29.917398,117.26307,34.26,23.44,26.79,0.0
COANT05004,Colombia,Antioquia,Abriaqui,,2020-03-13,0.0,,,0.0,11.540197,4004.4487,353.68771,0.08832369699999999,-76.085976,6.6275692,389.49289,193.63216,377.8718,34.26,23.44,26.79,0.0
COANT05021,Colombia,Antioquia,Alejandria,,2020-03-13,0.0,,,0.0,34.27766,5278.7593,466.23956,0.088323705,-75.090599,6.3655343,85.695366,49.401535,200.37749,34.26,23.44,26.79,0.0
COANT05030,Colombia,Antioquia,Amagai,,2020-03-13,0.0,-0.03057,0.22487,0.0,383.90591,36854.969,3255.167,0.08832369699999999,-75.708,6.0329218,20.842106,19.967968,113.67368,34.26,23.44,26.79,0.0
COANT05031,Colombia,Antioquia,Amalfi,,2020-03-13,0.0,-0.05595,0.23894,0.0,20.239061,28860.902,2549.1016,0.08832369699999999,-74.981239,6.977788900000001,287.47931,173.35611,567.61261,34.26,23.44,26.79,0.0
COANT05034,Colombia,Antioquia,Andes,,2020-03-13,0.0,-0.0075200000000000015,0.24279,0.0,120.48511,56628.0,5002.1162,0.088332914,-75.924591,5.6239524,264.96384,153.78564,249.31915,34.26,23.44,26.79,0.0
COANT05036,Colombia,Antioquia,Angelopolis,,2020-03-13,0.0,,,0.0,119.65946,11487.309,1014.6016,0.08832369699999999,-75.71595,6.1214304,41.877552,22.131727,60.57143000000001,34.26,23.44,26.79,0.0
COANT05038,Colombia,Antioquia,Angostura,,2020-03-13,0.0,,,0.0,50.544861,20066.309,1772.3307,0.088323705,-75.358315,6.8614988,105.24747,31.235825,157.65152,34.26,23.44,26.79,0.0
COANT05040,Colombia,Antioquia,Anori,,2020-03-13,0.0,0.03925,0.22245,0.0,12.687337,21149.791,1868.0278,0.088323705,-75.10849,7.1931109,312.01382,184.61603,547.64459,34.26,23.44,26.79,0.0
COANT05042,Colombia,Antioquia,Santa Fe De Antioquia,,2020-03-13,0.0,,,0.0,52.26107800000001,32401.867,2861.8528,0.08832369699999999,-75.904266,6.5357118,142.42258,89.604088,220.86774,34.26,23.44,26.79,0.0
COANT05044,Colombia,Antioquia,Anzai,,2020-03-13,0.0,,,0.0,35.352974,10605.893,936.75165,0.08832369699999999,-75.91259000000002,6.3080401,147.39073,66.116455,173.78808999999995,34.26,23.44,26.79,0.0
COANT05045,Colombia,Antioquia,Apartado,,2020-03-13,0.0,-0.02955,0.19846,0.0,287.12778,181751.88,16051.975,0.088318072,-76.566956,7.896136299999998,143.33386000000004,73.118401,185.29393,34.26,23.44,26.79,0.0
COANT05051,Colombia,Antioquia,Arboletes,,2020-03-13,0.0,0.14457,0.17340999999999998,0.0,45.182949,40303.191,3555.2107,0.088211641,-76.41478000000002,8.6113949,189.23991,66.709885,359.70627,34.26,23.44,26.79,0.0
COANT05055,Colombia,Antioquia,Argelia,,2020-03-13,0.0,,,0.0,48.137375,13863.563999999997,1225.5828,0.08840315,-75.094696,5.708114599999999,329.86758,157.00742,445.27179,34.26,23.44,26.79,0.0
COANT05059,Colombia,Antioquia,Armenia,,2020-03-13,0.0,,,0.0,56.400574,7162.873000000001,632.65143,0.08832369699999999,-75.809952,6.1636839000000005,56.81395300000001,35.448784,159.75968999999995,34.26,23.44,26.79,0.0
COANT05079,Colombia,Antioquia,Barbosa,,2020-03-13,0.0,0.04935,0.20654,0.0,239.51097,57961.652,5119.3877,0.088323705,-75.329239,6.443418,31.275303000000005,12.032843,72.47773000000002,34.26,23.44,26.79,0.0
COANT05086,Colombia,Antioquia,Belmira,,2020-03-13,0.0,,,0.0,24.984085,8794.3984,776.75378,0.08832369699999999,-75.65385400000002,6.653662700000001,106.95171,47.228329,160.01137,34.26,23.44,26.79,0.0
COANT05088,Colombia,Antioquia,Bello,,2020-03-13,0.0,-0.03664,0.20167,0.0,2987.1504,510802.72,45115.984,0.08832369699999999,-75.589737,6.3588409000000015,13.30814,16.634048,71.296509,34.26,23.44,26.79,0.0
COANT05091,Colombia,Antioquia,Betania,,2020-03-13,0.0,,,0.0,72.698555,15630.19,1380.0592,0.08829446099999999,-75.98689300000002,5.727081299999999,271.04147,169.06645,281.25806,34.26,23.44,26.79,0.0
COANT05093,Colombia,Antioquia,Betulia,,2020-03-13,0.0,,,0.0,71.651924,21997.139,1942.8688,0.088323705,-75.95649,6.1857834,128.46602,44.74371,158.50485,34.26,23.44,26.79,0.0
COANT05101,Colombia,Antioquia,Ciudad Bolivar,,2020-03-13,0.0,,,0.0,124.71513,38412.262,3388.4885,0.08821371900000001,-76.010651,5.8409958,172.68524,51.986485,117.31475,34.26,23.44,26.79,0.0
COANT05107,Colombia,Antioquia,Briceano,,2020-03-13,0.0,,,0.0,28.126675,12375.736,1093.0708,0.08832369699999999,-75.56223299999998,7.1117883,172.77303999999995,91.191246,357.28763,34.26,23.44,26.79,0.0
COANT05113,Colombia,Antioquia,Buriticai,,2020-03-13,0.0,0.02437,0.15225,0.0,23.109772,9659.8848,853.1967199999998,0.08832369699999999,-75.912064,6.8090649,163.56116,69.246948,179.94005,34.26,23.44,26.79,0.0
COANT05120,Colombia,Antioquia,Caiceres,,2020-03-13,0.0,-0.0018,0.23381,0.0,18.122417,40268.012,3556.262,0.08831481599999999,-75.223694,7.6651549,169.16855,101.01501,470.29056,34.26,23.44,26.79,0.0
COANT05125,Colombia,Antioquia,Caicedo,,2020-03-13,0.0,,,0.0,46.173958,10850.881,958.38989,0.08832369699999999,-75.993515,6.4234638,196.70042,111.15936,328.64557,34.26,23.44,26.79,0.0
COANT05129,Colombia,Antioquia,Caldas,,2020-03-13,0.0,-0.0155,0.18025,0.0,591.3980700000002,92258.094,8148.5762,0.08832369699999999,-75.626427,6.0544467000000015,27.070065000000003,21.081408,84.751595,34.26,23.44,26.79,0.0
COANT05134,Colombia,Antioquia,Campamento,,2020-03-13,0.0,,,0.0,55.282787,13157.303999999998,1162.1017,0.08832369699999999,-75.28765899999998,7.0360174,191.34016,48.587776,144.90984,34.26,23.44,26.79,0.0
COANT05138,Colombia,Antioquia,Caanasgordas,,2020-03-13,0.0,-0.059529999999999986,0.18271,0.0,54.639057,23330.877,2060.6694,0.088323705,-76.026894,6.81495,219.40898,86.472076,231.68321,34.26,23.44,26.79,0.0
COANT05142,Colombia,Antioquia,Caracoli,,2020-03-13,0.0,,,0.0,22.157961,6802.4941,600.82141,0.08832369699999999,-74.733551,6.3379740999999985,154.30592,41.521729,153.61513,34.26,23.44,26.79,0.0
COANT05145,Colombia,Antioquia,Caramanta,,2020-03-13,0.0,,,0.0,71.450829,7788.1401,691.3985,0.08877581400000001,-75.630821,5.5552754,67.58036,23.484552,90.303574,34.26,23.44,26.79,0.0
COANT05147,Colombia,Antioquia,Carepa,,2020-03-13,0.0,0.02959,0.17872000000000002,0.0,136.20808,61021.223,5388.9077,0.08831202199999999,-76.656685,7.789166000000002,95.646156,62.89721700000001,207.41759,34.26,23.44,26.79,0.0
COANT05148,Colombia,Antioquia,El Carmen De Viboral,,2020-03-13,0.0,,,0.0,117.70654,58970.973,5208.5347,0.088323705,-75.263535,5.9780788000000005,190.13307,108.29163,207.6492,34.26,23.44,26.79,0.0
COANT05150,Colombia,Antioquia,Carolina,,2020-03-13,0.0,,,0.0,29.281479,5153.54,455.17975,0.088323705,-75.305908,6.7548213000000015,118.44633,49.236629,155.28813,34.26,23.44,26.79,0.0
COANT05154,Colombia,Antioquia,Caucasia,,2020-03-13,0.0,0.01424,0.17795,0.0,72.59638199999998,122179.71,10790.307,0.088315047,-75.03501899999998,7.867941900000001,108.89674,58.62027,245.39703,34.26,23.44,26.79,0.0
COANT05172,Colombia,Antioquia,Chigorodo,,2020-03-13,0.0,-0.01861,0.19599,0.0,96.342491,81987.461,7236.2559,0.088260517,-76.639641,7.631665700000001,108.48946,81.398682,216.66862000000003,34.26,23.44,26.79,0.0
