admin0,admin1,admin2,admin3,id,date,cases,excess_deaths,expected_deaths,movement_fb,non_moving_fb,grocery_pharmacy_mobility,parks_mobility,workplaces_mobility,residential_mobility,retail_recreation_mobility,transit_mobility,accessibility,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,incidence,num_policies,household_confinement,H8_Protection of elderly people,H8_Flag,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
Colombia,Amazonas,El Encanto (Cd),,CO091263,2021-01-17,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Amazonas,La Chorrera (Cd),,CO091405,2021-01-17,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Amazonas,La Pedrera (Cd),,CO091407,2021-01-17,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Amazonas,Leticia,,CO091001,2021-01-17,52.0,,,-0.05259,0.19802,,,,,,,,,,,,,,,,,,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Amazonas,Puerto Nari̱o,,CO091540,2021-01-17,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Amazonas,Puerto Santander (Cd),,CO091669,2021-01-17,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Amazonas,Tarapaca (Cd),,CO091798,2021-01-17,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Antioquia,Abejorral,,CO05002,2021-01-17,9.0,,,,,,,,,,,68.037037037,48.06232070922852,28549.01953125,2523.39453125,0.08838813,-75.438477,5.8037281,68.040474,29.917398,117.26307,31.524725359301826,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Antioquia,Abriaqui,,CO05004,2021-01-17,0.0,,,,,,,,,,,388.28285714300006,11.540197372436518,4004.44873046875,353.6877136230469,0.08832369699999999,-76.085976,6.6275692,389.49289,193.63216,377.8718,0.0,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Antioquia,Alejandria,,CO05021,2021-01-17,0.0,,,,,,,,,,,85.6578947368,34.277660369873054,5278.75927734375,466.2395629882813,0.088323705,-75.090599,6.3655343,85.695366,49.401535,200.37749,0.0,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Antioquia,Amaga,,CO05030,2021-01-17,12.0,,,,,,,,,,,20.8421052632,383.9059143066406,36854.96875,3255.1669921875,0.08832369699999999,-75.708,6.0329218,20.842106,19.967968,113.67368,32.56006016827785,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Antioquia,Amalfi,,CO05031,2021-01-17,3.0,,,-0.12561,0.3425,,,,,,,287.700350877,20.23906135559082,28860.90234375,2549.1015625,0.08832369699999999,-74.981239,6.977788900000001,287.47931,173.35611,567.61261,10.394685392259287,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Antioquia,Andes,,CO05034,2021-01-17,1.0,,,0.07884,0.27559,,,,,,,264.963829787,120.485107421875,56628.0,5002.1162109375,0.088332914,-75.924591,5.6239524,264.96384,153.78564,249.31915,1.7659108568199475,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
Colombia,Antioquia,Angelopolis,,CO05036,2021-01-17,0.0,,,,,,,,,,,42.2916666667,119.6594619750977,11487.30859375,1014.6015625,0.08832369699999999,-75.71595,6.1214304,41.877552,22.131727,60.57143000000001,0.0,0.0,NOT_IMPLEMENTED,3.0,0.0,1908413.0,48631.0,81.02,74.64,74.58,75.0
